Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
12694,0.02,0.08,0.1,0.04,0.12,0.02,0.19,0.03,0.1,0.02,0.02,0.02,11
12695,0.12,0.08,0.04,0.04,0.05,0.04,0.19,0.04,0.04,0.04,0.04,0.04,11
12696,0.1,0.05,0.05,0.04,0.1,0.05,0.05,0.04,0.05,0.04,0.04,0.05,1
12697,0.13,0.07,0.02,0.02,0.22,0.02,0.2,0.02,0.02,0.02,0.02,0.04,6
12698,0.05,0.02,0.03,0.01,0.02,0.02,0.33,0.01,0.04,0.1,0.01,0.03,11
12699,0.03,0.09,0.01,0.02,0.2,0.01,0.25,0.02,0.01,0.03,0.01,0.01,11
12700,0.02,0.04,0.12,0.02,0.05,0.02,0.06,0.01,0.34,0.01,0.01,0.04,13
12701,0.08,0.05,0.04,0.04,0.09,0.04,0.09,0.04,0.04,0.07,0.04,0.03,10
12702,0.2,0.03,0.01,0.01,0.11,0.03,0.25,0.01,0.17,0.01,0.01,0.01,11
12703,0.21,0.06,0.02,0.02,0.03,0.05,0.21,0.02,0.05,0.02,0.02,0.03,1
12704,0.21,0.04,0.04,0.04,0.07,0.03,0.04,0.03,0.05,0.07,0.03,0.07,1
12705,0.04,0.03,0.16,0.03,0.07,0.04,0.04,0.04,0.03,0.23,0.03,0.03,14
12706,0.03,0.06,0.03,0.04,0.04,0.08,0.12,0.03,0.03,0.05,0.03,0.04,0
12707,0.04,0.04,0.04,0.04,0.05,0.11,0.12,0.04,0.04,0.04,0.04,0.13,18
12708,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
12709,0.11,0.09,0.02,0.02,0.12,0.02,0.2,0.02,0.02,0.03,0.02,0.05,11
12710,0.04,0.07,0.04,0.04,0.05,0.04,0.15,0.08,0.04,0.09,0.04,0.07,11
12711,0.18,0.06,0.03,0.02,0.07,0.02,0.17,0.09,0.02,0.12,0.02,0.02,1
12712,0.03,0.06,0.03,0.03,0.13,0.03,0.08,0.04,0.06,0.25,0.03,0.03,14
12713,0.03,0.1,0.03,0.03,0.12,0.03,0.09,0.04,0.03,0.07,0.03,0.03,16
12714,0.03,0.25,0.02,0.03,0.03,0.05,0.04,0.03,0.03,0.02,0.07,0.09,2
12715,0.09,0.09,0.04,0.04,0.04,0.04,0.05,0.05,0.07,0.08,0.04,0.06,1
12716,0.17,0.07,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.1,0.04,0.04,1
12717,0.04,0.03,0.2,0.03,0.04,0.04,0.03,0.03,0.07,0.07,0.03,0.03,3
12718,0.04,0.04,0.14,0.02,0.05,0.02,0.07,0.03,0.2,0.07,0.02,0.04,13
12719,0.04,0.05,0.04,0.04,0.04,0.05,0.1,0.03,0.04,0.11,0.04,0.04,14
12720,0.03,0.03,0.06,0.03,0.04,0.03,0.06,0.19,0.03,0.12,0.03,0.04,12
12721,0.21,0.03,0.02,0.01,0.03,0.01,0.02,0.55,0.01,0.01,0.01,0.01,12
12722,0.13,0.03,0.02,0.02,0.04,0.04,0.1,0.3,0.03,0.05,0.02,0.02,12
12723,0.2,0.09,0.01,0.01,0.03,0.04,0.04,0.09,0.01,0.19,0.01,0.01,1
12724,0.06,0.06,0.03,0.01,0.02,0.01,0.02,0.28,0.07,0.29,0.01,0.01,14
12725,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.13,0.05,0.05,14
12726,0.08,0.11,0.04,0.03,0.08,0.03,0.04,0.04,0.12,0.07,0.04,0.03,13
12727,0.04,0.11,0.04,0.04,0.04,0.04,0.05,0.13,0.09,0.04,0.04,0.04,12
12728,0.21,0.06,0.02,0.02,0.02,0.04,0.04,0.16,0.17,0.09,0.02,0.02,1
12729,0.02,0.08,0.05,0.02,0.17,0.05,0.2,0.05,0.06,0.06,0.02,0.05,11
12730,0.05,0.01,0.02,0.01,0.05,0.05,0.01,0.3,0.01,0.08,0.02,0.09,12
12731,0.2,0.02,0.02,0.02,0.03,0.02,0.06,0.25,0.02,0.04,0.02,0.02,12
12732,0.18,0.05,0.02,0.02,0.07,0.03,0.07,0.1,0.1,0.05,0.02,0.13,1
12733,0.04,0.15,0.04,0.02,0.1,0.1,0.11,0.14,0.07,0.03,0.04,0.02,2
12734,0.08,0.04,0.02,0.02,0.02,0.03,0.12,0.28,0.02,0.07,0.02,0.09,12
12735,0.19,0.03,0.02,0.03,0.03,0.03,0.03,0.2,0.09,0.08,0.03,0.03,12
12736,0.16,0.03,0.01,0.01,0.08,0.01,0.02,0.37,0.02,0.02,0.01,0.01,12
12737,0.1,0.01,0.01,0.01,0.06,0.02,0.01,0.37,0.06,0.02,0.01,0.02,12
12738,0.11,0.03,0.02,0.02,0.29,0.02,0.05,0.05,0.02,0.04,0.03,0.02,6
12739,0.21,0.02,0.01,0.01,0.2,0.03,0.04,0.09,0.01,0.07,0.07,0.02,1
12740,0.02,0.02,0.02,0.02,0.03,0.02,0.07,0.43,0.04,0.02,0.02,0.08,12
12741,0.13,0.03,0.02,0.01,0.03,0.03,0.04,0.43,0.05,0.03,0.02,0.02,12
12742,0.08,0.05,0.02,0.02,0.12,0.02,0.09,0.21,0.04,0.03,0.02,0.03,12
12743,0.16,0.02,0.02,0.1,0.03,0.04,0.02,0.12,0.02,0.03,0.03,0.02,0
12744,0.03,0.09,0.02,0.02,0.02,0.02,0.03,0.44,0.02,0.04,0.02,0.02,12
12745,0.04,0.04,0.04,0.04,0.08,0.04,0.07,0.13,0.04,0.06,0.04,0.11,12
12746,0.27,0.01,0.01,0.0,0.04,0.08,0.02,0.32,0.02,0.02,0.01,0.04,12
12747,0.02,0.01,0.01,0.01,0.02,0.03,0.18,0.05,0.08,0.03,0.01,0.03,16
12748,0.13,0.06,0.03,0.03,0.07,0.03,0.03,0.28,0.04,0.03,0.03,0.03,12
12749,0.13,0.02,0.02,0.02,0.12,0.06,0.08,0.14,0.03,0.03,0.03,0.09,12
12750,0.36,0.01,0.02,0.01,0.08,0.03,0.06,0.07,0.1,0.14,0.01,0.01,1
12751,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.24,0.12,0.06,0.03,0.03,12
12752,0.13,0.04,0.01,0.02,0.12,0.05,0.06,0.19,0.01,0.17,0.01,0.02,12
12753,0.05,0.08,0.02,0.02,0.26,0.03,0.06,0.14,0.03,0.04,0.02,0.03,6
12754,0.02,0.03,0.02,0.02,0.06,0.02,0.02,0.26,0.05,0.06,0.02,0.02,12
12755,0.14,0.02,0.04,0.02,0.03,0.08,0.05,0.32,0.02,0.02,0.02,0.04,12
12756,0.03,0.03,0.03,0.03,0.09,0.03,0.04,0.23,0.08,0.06,0.03,0.04,12
12757,0.19,0.02,0.02,0.02,0.1,0.03,0.03,0.24,0.06,0.12,0.02,0.02,12
12758,0.35,0.01,0.03,0.01,0.01,0.02,0.16,0.16,0.01,0.11,0.01,0.01,1
12759,0.24,0.05,0.02,0.02,0.02,0.03,0.03,0.26,0.02,0.03,0.03,0.02,12
12760,0.02,0.01,0.01,0.01,0.12,0.02,0.12,0.45,0.03,0.01,0.01,0.03,12
12761,0.11,0.02,0.02,0.02,0.04,0.03,0.04,0.25,0.12,0.06,0.02,0.02,12
12762,0.06,0.03,0.02,0.03,0.03,0.02,0.09,0.35,0.02,0.05,0.02,0.02,12
12763,0.01,0.07,0.02,0.01,0.02,0.02,0.06,0.22,0.36,0.02,0.01,0.02,13
12764,0.12,0.08,0.02,0.02,0.02,0.05,0.08,0.27,0.07,0.06,0.02,0.02,12
12765,0.02,0.02,0.07,0.02,0.12,0.05,0.1,0.21,0.02,0.02,0.02,0.1,12
12766,0.09,0.06,0.03,0.01,0.13,0.06,0.08,0.26,0.01,0.03,0.01,0.05,12
12767,0.07,0.07,0.03,0.03,0.08,0.04,0.04,0.19,0.03,0.02,0.02,0.02,12
12768,0.15,0.1,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.11,0.06,0.06,1
12769,0.09,0.01,0.02,0.01,0.01,0.04,0.05,0.26,0.21,0.08,0.01,0.01,12
12770,0.05,0.03,0.04,0.03,0.15,0.03,0.09,0.1,0.05,0.03,0.03,0.03,6
12771,0.28,0.04,0.02,0.02,0.14,0.02,0.02,0.18,0.02,0.03,0.02,0.02,1
12772,0.32,0.04,0.05,0.02,0.06,0.02,0.08,0.08,0.07,0.02,0.02,0.02,1
12773,0.02,0.07,0.03,0.02,0.14,0.05,0.03,0.37,0.02,0.02,0.02,0.02,12
12774,0.21,0.04,0.05,0.01,0.05,0.01,0.05,0.06,0.34,0.01,0.01,0.01,13
12775,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.14,0.07,0.04,0.04,0.09,12
12776,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.05,14
12777,0.02,0.01,0.02,0.01,0.25,0.06,0.02,0.27,0.01,0.09,0.02,0.01,12
12778,0.02,0.11,0.08,0.02,0.08,0.02,0.21,0.15,0.02,0.06,0.03,0.02,11
12779,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.1,0.05,0.05,14
12780,0.08,0.12,0.04,0.04,0.04,0.04,0.04,0.1,0.06,0.05,0.04,0.07,2
12781,0.04,0.1,0.04,0.03,0.07,0.04,0.05,0.14,0.05,0.04,0.03,0.1,12
12782,0.04,0.05,0.11,0.03,0.03,0.08,0.03,0.21,0.04,0.11,0.03,0.02,12
12783,0.07,0.02,0.03,0.02,0.07,0.02,0.02,0.31,0.02,0.02,0.02,0.05,12
12784,0.15,0.18,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.08,0.03,0.07,2
12785,0.04,0.04,0.04,0.04,0.05,0.04,0.06,0.23,0.04,0.04,0.04,0.04,12
12786,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.39,0.03,0.06,0.03,0.03,12
12787,0.02,0.02,0.02,0.02,0.03,0.04,0.03,0.43,0.02,0.04,0.02,0.14,12
12788,0.26,0.03,0.03,0.02,0.05,0.02,0.03,0.15,0.05,0.02,0.03,0.11,1
12789,0.25,0.03,0.02,0.02,0.04,0.02,0.04,0.07,0.16,0.07,0.02,0.03,1
12790,0.04,0.03,0.07,0.03,0.1,0.06,0.04,0.13,0.07,0.07,0.04,0.04,12
12791,0.04,0.03,0.02,0.03,0.02,0.03,0.16,0.25,0.08,0.1,0.03,0.02,12
12792,0.29,0.03,0.02,0.02,0.02,0.02,0.01,0.18,0.05,0.16,0.02,0.02,1
12793,0.25,0.02,0.06,0.02,0.03,0.02,0.07,0.03,0.16,0.07,0.02,0.05,1
12794,0.05,0.05,0.04,0.03,0.05,0.04,0.04,0.18,0.17,0.04,0.03,0.03,12
12795,0.04,0.13,0.04,0.04,0.06,0.04,0.04,0.2,0.06,0.04,0.04,0.04,12
12796,0.08,0.05,0.02,0.02,0.02,0.03,0.03,0.46,0.02,0.04,0.04,0.02,12
12797,0.1,0.01,0.02,0.01,0.03,0.02,0.03,0.58,0.02,0.03,0.01,0.01,12
12798,0.09,0.01,0.03,0.01,0.01,0.01,0.1,0.6,0.03,0.03,0.01,0.01,12
12799,0.03,0.11,0.1,0.02,0.06,0.02,0.03,0.19,0.11,0.02,0.02,0.04,12
12800,0.22,0.06,0.02,0.02,0.03,0.02,0.03,0.25,0.06,0.04,0.02,0.02,12
12801,0.35,0.03,0.02,0.02,0.03,0.02,0.03,0.14,0.17,0.02,0.02,0.02,1
12802,0.37,0.03,0.01,0.01,0.02,0.14,0.01,0.28,0.01,0.03,0.01,0.01,1
12803,0.16,0.06,0.02,0.03,0.04,0.03,0.03,0.09,0.14,0.06,0.02,0.08,1
12804,0.03,0.02,0.02,0.01,0.1,0.01,0.04,0.49,0.05,0.06,0.01,0.03,12
12805,0.15,0.11,0.02,0.02,0.05,0.04,0.08,0.16,0.03,0.02,0.02,0.02,12
12806,0.07,0.03,0.21,0.01,0.02,0.01,0.07,0.12,0.19,0.1,0.01,0.01,3
12807,0.11,0.13,0.1,0.03,0.03,0.03,0.04,0.03,0.15,0.1,0.03,0.03,13
12808,0.06,0.05,0.03,0.02,0.06,0.06,0.02,0.04,0.19,0.22,0.02,0.06,14
12809,0.08,0.07,0.02,0.02,0.06,0.02,0.02,0.07,0.02,0.02,0.01,0.08,16
12810,0.12,0.08,0.05,0.02,0.11,0.02,0.02,0.12,0.14,0.11,0.02,0.03,13
12811,0.01,0.03,0.01,0.01,0.13,0.02,0.06,0.26,0.01,0.08,0.01,0.0,12
12812,0.22,0.07,0.04,0.01,0.21,0.01,0.02,0.07,0.14,0.05,0.01,0.01,1
12813,0.17,0.06,0.01,0.01,0.04,0.02,0.01,0.5,0.04,0.01,0.01,0.02,12
12814,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.3,0.03,0.14,0.03,0.05,12
12815,0.16,0.04,0.07,0.04,0.04,0.04,0.04,0.14,0.04,0.06,0.04,0.04,1
12816,0.03,0.01,0.02,0.01,0.05,0.02,0.02,0.15,0.2,0.01,0.01,0.01,13
12817,0.21,0.08,0.03,0.03,0.03,0.04,0.03,0.1,0.04,0.1,0.03,0.03,1
12818,0.01,0.06,0.02,0.01,0.19,0.01,0.02,0.14,0.3,0.01,0.03,0.03,13
12819,0.02,0.02,0.02,0.02,0.03,0.05,0.03,0.54,0.02,0.02,0.02,0.02,12
12820,0.02,0.01,0.01,0.01,0.01,0.11,0.02,0.48,0.03,0.02,0.01,0.02,12
12821,0.16,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.01,0.01,0.0,0.0,7
12822,0.08,0.08,0.12,0.02,0.05,0.02,0.07,0.14,0.05,0.04,0.02,0.14,12
12823,0.3,0.01,0.02,0.01,0.03,0.06,0.03,0.17,0.01,0.07,0.05,0.05,1
12824,0.14,0.06,0.03,0.03,0.19,0.03,0.03,0.08,0.03,0.06,0.03,0.07,6
12825,0.09,0.03,0.02,0.02,0.04,0.02,0.05,0.34,0.02,0.1,0.02,0.06,12
12826,0.11,0.04,0.02,0.02,0.03,0.02,0.03,0.42,0.07,0.05,0.02,0.02,12
12827,0.19,0.01,0.15,0.01,0.02,0.01,0.04,0.34,0.06,0.05,0.01,0.01,12
12828,0.21,0.02,0.02,0.02,0.04,0.09,0.02,0.2,0.02,0.1,0.02,0.1,1
12829,0.37,0.07,0.03,0.01,0.09,0.02,0.02,0.08,0.15,0.04,0.01,0.02,1
12830,0.16,0.05,0.1,0.02,0.03,0.02,0.02,0.07,0.25,0.02,0.03,0.05,13
12831,0.06,0.03,0.07,0.03,0.11,0.03,0.03,0.09,0.21,0.06,0.03,0.04,13
12832,0.15,0.03,0.03,0.04,0.03,0.06,0.05,0.04,0.13,0.04,0.06,0.03,1
12833,0.05,0.02,0.12,0.01,0.02,0.03,0.06,0.2,0.26,0.06,0.01,0.06,13
12834,0.26,0.01,0.01,0.01,0.03,0.02,0.05,0.4,0.05,0.01,0.01,0.06,12
12835,0.05,0.02,0.04,0.01,0.04,0.02,0.02,0.55,0.02,0.01,0.01,0.05,12
12836,0.04,0.03,0.04,0.03,0.06,0.03,0.03,0.15,0.08,0.16,0.03,0.03,14
12837,0.33,0.04,0.06,0.01,0.02,0.01,0.02,0.07,0.15,0.04,0.01,0.06,1
12838,0.11,0.01,0.04,0.01,0.09,0.11,0.02,0.25,0.04,0.04,0.02,0.01,12
12839,0.16,0.03,0.01,0.01,0.12,0.01,0.11,0.19,0.01,0.01,0.01,0.02,12
12840,0.46,0.01,0.06,0.01,0.13,0.01,0.02,0.06,0.05,0.03,0.01,0.02,1
12841,0.03,0.03,0.07,0.03,0.05,0.05,0.06,0.13,0.19,0.03,0.03,0.03,13
12842,0.13,0.01,0.04,0.01,0.02,0.01,0.02,0.33,0.04,0.02,0.01,0.01,12
12843,0.13,0.16,0.02,0.02,0.06,0.05,0.03,0.19,0.02,0.14,0.02,0.02,12
12844,0.39,0.04,0.01,0.01,0.02,0.05,0.02,0.1,0.07,0.1,0.02,0.03,1
12845,0.07,0.12,0.05,0.03,0.04,0.02,0.07,0.04,0.03,0.28,0.03,0.02,14
12846,0.13,0.03,0.07,0.02,0.02,0.02,0.03,0.21,0.24,0.08,0.02,0.02,13
12847,0.16,0.01,0.0,0.0,0.02,0.03,0.0,0.48,0.04,0.01,0.0,0.01,12
12848,0.06,0.03,0.06,0.02,0.27,0.02,0.02,0.05,0.15,0.09,0.02,0.02,6
12849,0.39,0.01,0.01,0.02,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,12
12850,0.03,0.02,0.02,0.01,0.06,0.02,0.02,0.55,0.05,0.02,0.01,0.04,12
12851,0.23,0.09,0.08,0.02,0.06,0.02,0.02,0.07,0.16,0.07,0.02,0.02,1
12852,0.54,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.01,0.01,0.02,0.05,1
12853,0.05,0.17,0.04,0.04,0.03,0.04,0.06,0.08,0.07,0.04,0.04,0.04,2
12854,0.12,0.1,0.04,0.03,0.04,0.05,0.04,0.12,0.03,0.13,0.03,0.03,14
12855,0.03,0.04,0.05,0.02,0.09,0.03,0.02,0.1,0.03,0.32,0.02,0.03,14
12856,0.46,0.04,0.02,0.01,0.09,0.01,0.01,0.06,0.18,0.01,0.01,0.01,1
12857,0.17,0.03,0.03,0.03,0.06,0.03,0.04,0.03,0.17,0.07,0.03,0.03,1
12858,0.24,0.02,0.02,0.02,0.05,0.02,0.02,0.25,0.02,0.06,0.02,0.02,12
12859,0.16,0.01,0.01,0.01,0.04,0.08,0.01,0.3,0.03,0.14,0.02,0.06,12
12860,0.11,0.11,0.08,0.01,0.03,0.03,0.02,0.32,0.03,0.11,0.01,0.01,12
12861,0.03,0.04,0.06,0.02,0.09,0.06,0.03,0.08,0.32,0.02,0.02,0.02,13
12862,0.38,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.05,0.02,0.02,0.02,1
12863,0.2,0.06,0.03,0.01,0.05,0.01,0.03,0.06,0.28,0.02,0.01,0.01,13
12864,0.04,0.02,0.02,0.06,0.06,0.02,0.03,0.36,0.03,0.11,0.02,0.05,12
12865,0.08,0.12,0.03,0.03,0.05,0.03,0.05,0.03,0.07,0.22,0.03,0.03,14
12866,0.15,0.02,0.05,0.02,0.15,0.02,0.02,0.06,0.07,0.13,0.02,0.07,1
12867,0.29,0.03,0.03,0.04,0.04,0.03,0.03,0.09,0.04,0.03,0.04,0.03,1
12868,0.28,0.03,0.06,0.0,0.04,0.01,0.06,0.1,0.33,0.02,0.0,0.0,13
12869,0.06,0.03,0.04,0.04,0.03,0.03,0.09,0.04,0.05,0.21,0.04,0.07,14
12870,0.36,0.05,0.03,0.01,0.02,0.01,0.03,0.13,0.14,0.04,0.01,0.01,1
12871,0.06,0.03,0.07,0.03,0.07,0.03,0.04,0.13,0.03,0.25,0.03,0.03,14
12872,0.05,0.03,0.1,0.01,0.03,0.03,0.04,0.17,0.22,0.16,0.01,0.01,13
12873,0.12,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.11,0.17,0.04,0.03,14
12874,0.15,0.08,0.05,0.01,0.07,0.01,0.02,0.08,0.37,0.03,0.01,0.02,13
12875,0.22,0.13,0.05,0.01,0.02,0.02,0.01,0.22,0.08,0.02,0.05,0.01,1
12876,0.03,0.12,0.11,0.02,0.04,0.03,0.03,0.04,0.13,0.06,0.02,0.02,13
12877,0.26,0.02,0.03,0.02,0.03,0.05,0.04,0.16,0.14,0.06,0.02,0.02,1
12878,0.35,0.02,0.04,0.01,0.04,0.05,0.04,0.17,0.11,0.04,0.01,0.01,1
12879,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
12880,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,1
12881,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.22,0.07,0.11,0.05,0.03,12
12882,0.05,0.08,0.12,0.04,0.04,0.04,0.05,0.13,0.04,0.08,0.04,0.04,12
12883,0.03,0.13,0.04,0.03,0.07,0.07,0.05,0.06,0.03,0.1,0.03,0.04,2
12884,0.13,0.02,0.2,0.0,0.01,0.02,0.22,0.21,0.08,0.02,0.01,0.02,11
12885,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.18,0.18,0.03,0.03,0.07,12
12886,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.44,0.05,0.05,0.03,0.03,12
12887,0.19,0.02,0.02,0.02,0.02,0.05,0.04,0.3,0.07,0.04,0.02,0.02,12
12888,0.03,0.1,0.05,0.03,0.05,0.02,0.04,0.36,0.03,0.05,0.05,0.02,12
12889,0.11,0.06,0.02,0.02,0.02,0.03,0.02,0.34,0.02,0.05,0.06,0.02,12
12890,0.01,0.03,0.01,0.0,0.12,0.02,0.06,0.26,0.01,0.08,0.01,0.0,0
12891,0.21,0.03,0.07,0.03,0.03,0.03,0.03,0.11,0.16,0.03,0.03,0.03,1
12892,0.03,0.03,0.04,0.02,0.09,0.03,0.05,0.28,0.03,0.13,0.03,0.02,12
12893,0.02,0.02,0.02,0.02,0.03,0.05,0.03,0.54,0.02,0.02,0.02,0.02,12
12894,0.11,0.07,0.01,0.01,0.07,0.03,0.03,0.3,0.02,0.14,0.02,0.02,12
12895,0.13,0.06,0.08,0.02,0.02,0.04,0.02,0.31,0.05,0.01,0.02,0.06,12
12896,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,0.02,12
12897,0.17,0.17,0.07,0.01,0.03,0.04,0.02,0.08,0.11,0.13,0.01,0.03,1
12898,0.29,0.04,0.03,0.02,0.15,0.03,0.02,0.12,0.03,0.04,0.02,0.04,1
12899,0.02,0.02,0.02,0.02,0.14,0.02,0.23,0.18,0.04,0.02,0.02,0.04,11
12900,0.06,0.12,0.03,0.03,0.04,0.03,0.03,0.2,0.06,0.11,0.03,0.05,12
12901,0.04,0.03,0.03,0.02,0.02,0.02,0.04,0.44,0.02,0.12,0.02,0.02,12
12902,0.08,0.02,0.08,0.02,0.09,0.02,0.04,0.04,0.25,0.02,0.02,0.02,13
12903,0.01,0.06,0.03,0.01,0.03,0.02,0.01,0.5,0.01,0.14,0.01,0.02,12
12904,0.03,0.03,0.08,0.03,0.21,0.03,0.03,0.15,0.03,0.03,0.03,0.03,6
12905,0.05,0.06,0.15,0.03,0.03,0.03,0.03,0.19,0.06,0.07,0.03,0.03,12
12906,0.06,0.02,0.03,0.02,0.31,0.02,0.07,0.05,0.02,0.15,0.02,0.02,6
12907,0.04,0.03,0.17,0.02,0.09,0.02,0.03,0.2,0.04,0.03,0.02,0.04,12
12908,0.23,0.02,0.06,0.02,0.02,0.02,0.05,0.19,0.18,0.02,0.02,0.02,1
12909,0.06,0.02,0.02,0.02,0.03,0.02,0.03,0.36,0.06,0.04,0.02,0.05,12
12910,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.1,0.05,0.05,14
12911,0.09,0.05,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.1,6
12912,0.07,0.07,0.04,0.04,0.04,0.04,0.04,0.21,0.03,0.04,0.08,0.03,12
12913,0.26,0.07,0.02,0.03,0.02,0.02,0.07,0.12,0.02,0.03,0.03,0.02,1
12914,0.04,0.03,0.04,0.03,0.06,0.03,0.03,0.26,0.04,0.07,0.03,0.03,12
12915,0.25,0.05,0.01,0.01,0.07,0.02,0.03,0.35,0.01,0.04,0.01,0.06,12
12916,0.06,0.03,0.08,0.19,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.04,5
12917,0.17,0.07,0.02,0.02,0.04,0.01,0.02,0.18,0.05,0.02,0.02,0.02,0
12918,0.17,0.01,0.02,0.01,0.05,0.01,0.04,0.2,0.09,0.02,0.01,0.02,0
12919,0.03,0.08,0.03,0.04,0.05,0.03,0.03,0.11,0.07,0.13,0.03,0.08,14
12920,0.23,0.04,0.03,0.03,0.03,0.03,0.03,0.24,0.03,0.05,0.03,0.03,12
12921,0.09,0.02,0.02,0.01,0.01,0.03,0.01,0.69,0.01,0.01,0.01,0.02,12
12922,0.12,0.13,0.05,0.01,0.01,0.03,0.05,0.17,0.27,0.04,0.01,0.01,13
12923,0.07,0.13,0.03,0.03,0.03,0.02,0.04,0.2,0.03,0.05,0.02,0.03,12
12924,0.07,0.07,0.03,0.02,0.15,0.13,0.02,0.24,0.02,0.06,0.02,0.03,12
12925,0.14,0.01,0.02,0.01,0.02,0.03,0.01,0.32,0.19,0.03,0.01,0.01,12
12926,0.02,0.17,0.01,0.01,0.06,0.01,0.08,0.25,0.01,0.06,0.01,0.02,12
12927,0.03,0.08,0.03,0.03,0.16,0.03,0.03,0.15,0.06,0.08,0.06,0.03,6
12928,0.02,0.02,0.02,0.02,0.03,0.05,0.03,0.54,0.02,0.02,0.02,0.02,12
12929,0.13,0.05,0.02,0.02,0.06,0.02,0.05,0.16,0.11,0.15,0.04,0.02,12
12930,0.39,0.04,0.02,0.01,0.04,0.01,0.01,0.21,0.01,0.04,0.01,0.01,1
12931,0.03,0.06,0.03,0.02,0.07,0.02,0.03,0.31,0.02,0.03,0.03,0.03,12
12932,0.17,0.03,0.08,0.02,0.02,0.02,0.02,0.11,0.27,0.07,0.02,0.02,13
12933,0.03,0.01,0.1,0.01,0.01,0.02,0.01,0.4,0.07,0.01,0.01,0.01,12
12934,0.02,0.02,0.15,0.02,0.18,0.02,0.02,0.18,0.07,0.08,0.02,0.01,6
12935,0.24,0.08,0.01,0.01,0.02,0.01,0.02,0.29,0.01,0.1,0.01,0.01,12
12936,0.21,0.11,0.02,0.04,0.05,0.02,0.05,0.08,0.09,0.06,0.05,0.03,1
12937,0.02,0.1,0.02,0.02,0.14,0.02,0.04,0.28,0.02,0.08,0.02,0.07,12
12938,0.03,0.05,0.02,0.02,0.02,0.02,0.03,0.42,0.03,0.04,0.02,0.04,12
12939,0.06,0.01,0.09,0.01,0.11,0.02,0.09,0.09,0.05,0.03,0.01,0.1,16
12940,0.25,0.03,0.01,0.01,0.05,0.01,0.01,0.21,0.03,0.02,0.01,0.02,1
12941,0.05,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.16,0.11,0.03,0.07,13
12942,0.2,0.02,0.02,0.01,0.06,0.01,0.02,0.49,0.04,0.04,0.01,0.02,12
12943,0.18,0.08,0.08,0.02,0.08,0.02,0.04,0.05,0.15,0.02,0.02,0.02,1
12944,0.13,0.05,0.02,0.02,0.1,0.05,0.02,0.34,0.03,0.06,0.02,0.02,12
12945,0.1,0.03,0.04,0.03,0.05,0.05,0.04,0.18,0.03,0.06,0.03,0.04,12
12946,0.39,0.05,0.02,0.02,0.02,0.02,0.02,0.14,0.04,0.02,0.02,0.02,1
12947,0.22,0.04,0.04,0.03,0.03,0.03,0.03,0.09,0.04,0.04,0.03,0.03,1
12948,0.09,0.03,0.02,0.03,0.04,0.02,0.2,0.06,0.03,0.13,0.03,0.03,11
12949,0.29,0.06,0.04,0.02,0.03,0.02,0.03,0.08,0.15,0.02,0.02,0.02,1
12950,0.17,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.24,0.06,0.03,0.03,13
12951,0.09,0.02,0.02,0.01,0.18,0.06,0.02,0.22,0.07,0.04,0.01,0.07,12
12952,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.11,0.05,0.05,14
12953,0.19,0.01,0.01,0.01,0.02,0.02,0.03,0.54,0.01,0.01,0.01,0.02,12
12954,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.1,0.04,0.04,0.05,0.04,16
