Unnamed: 0,1: Halo 2,2: Limited Editions,3: Madden,8: Controller,9: Kinect,Dom_Topic
27988,0.23,0.64,0.02,0.02,0.01,2
27989,0.13,0.44,0.07,0.07,0.05,2
27991,0.14,0.08,0.13,0.21,0.07,8
27992,0.93,0.01,0.01,0.01,0.01,1
27993,0.19,0.5,0.06,0.05,0.03,2
27994,0.1,0.33,0.09,0.11,0.06,2
27996,0.89,0.02,0.02,0.02,0.01,1
27997,0.5,0.04,0.1,0.07,0.04,1
27999,0.78,0.06,0.03,0.02,0.02,1
28000,0.73,0.02,0.06,0.05,0.02,1
28001,0.61,0.06,0.06,0.04,0.04,1
28002,0.28,0.36,0.07,0.05,0.04,2
28004,0.02,0.91,0.01,0.01,0.01,2
28005,0.92,0.01,0.01,0.02,0.01,1
28006,0.89,0.01,0.02,0.01,0.01,1
28007,0.88,0.03,0.01,0.01,0.01,1
28008,0.96,0.01,0.0,0.01,0.0,1
28009,0.66,0.04,0.06,0.04,0.03,1
28011,0.17,0.08,0.14,0.1,0.08,1
28012,0.58,0.04,0.08,0.06,0.04,1
28013,0.97,0.0,0.0,0.0,0.0,1
28014,0.93,0.02,0.01,0.01,0.01,1
28015,0.42,0.12,0.08,0.11,0.04,1
28016,0.87,0.04,0.01,0.01,0.01,1
28018,0.93,0.01,0.01,0.01,0.01,1
28019,0.15,0.35,0.12,0.09,0.05,2
28021,0.54,0.29,0.05,0.03,0.02,1
28026,0.95,0.01,0.01,0.01,0.01,1
28027,0.55,0.05,0.11,0.07,0.04,1
28029,0.79,0.03,0.04,0.04,0.02,1
28031,0.35,0.02,0.09,0.03,0.02,7
28037,0.95,0.01,0.01,0.01,0.01,1
28038,0.55,0.05,0.11,0.07,0.04,1
28040,0.79,0.03,0.04,0.04,0.02,1
28042,0.35,0.02,0.09,0.03,0.02,7
29116,0.59,0.04,0.07,0.06,0.04,1
29117,0.42,0.04,0.18,0.12,0.04,1
29118,0.89,0.01,0.01,0.02,0.01,1
29120,0.61,0.02,0.04,0.24,0.01,1
29121,0.34,0.32,0.08,0.05,0.04,1
29122,0.08,0.02,0.09,0.02,0.02,5
29123,0.55,0.03,0.09,0.05,0.04,1
29125,0.9,0.01,0.02,0.01,0.01,1
29127,0.63,0.04,0.06,0.05,0.03,1
29128,0.35,0.06,0.12,0.1,0.06,1
29129,0.87,0.02,0.02,0.02,0.01,1
29130,0.36,0.05,0.15,0.06,0.05,1
29132,0.15,0.07,0.15,0.16,0.08,8
29133,0.53,0.1,0.07,0.04,0.04,1
29135,0.28,0.05,0.07,0.08,0.04,5
29136,0.22,0.09,0.13,0.11,0.07,1
29137,0.16,0.21,0.12,0.09,0.07,2
29138,0.59,0.04,0.07,0.06,0.04,1
29139,0.42,0.04,0.18,0.12,0.04,1
29140,0.89,0.01,0.01,0.02,0.01,1
29142,0.61,0.02,0.04,0.24,0.01,1
29143,0.34,0.32,0.08,0.05,0.04,1
29144,0.08,0.02,0.09,0.02,0.02,5
29145,0.55,0.03,0.09,0.05,0.04,1
29147,0.9,0.01,0.02,0.01,0.01,1
29149,0.63,0.04,0.06,0.05,0.03,1
29150,0.35,0.06,0.12,0.1,0.06,1
29151,0.87,0.02,0.02,0.02,0.01,1
29152,0.36,0.05,0.15,0.06,0.05,1
29154,0.15,0.07,0.15,0.16,0.08,8
29155,0.53,0.1,0.07,0.04,0.04,1
29157,0.28,0.05,0.07,0.08,0.04,5
29158,0.22,0.09,0.13,0.11,0.07,1
29159,0.16,0.21,0.12,0.09,0.07,2
30074,0.78,0.02,0.05,0.02,0.02,1
30075,0.62,0.05,0.06,0.06,0.04,1
30077,0.9,0.01,0.03,0.01,0.01,1
30078,0.95,0.01,0.01,0.01,0.01,1
30079,0.65,0.04,0.05,0.06,0.03,1
30080,0.35,0.07,0.1,0.07,0.06,1
30081,0.46,0.05,0.12,0.08,0.05,1
30082,0.79,0.02,0.03,0.07,0.02,1
30083,0.92,0.01,0.01,0.01,0.01,1
30084,0.72,0.03,0.07,0.03,0.02,1
30085,0.61,0.04,0.08,0.11,0.03,1
30086,0.53,0.05,0.07,0.07,0.06,1
30087,0.66,0.04,0.07,0.05,0.03,1
30088,0.82,0.02,0.03,0.03,0.02,1
30089,0.85,0.01,0.05,0.02,0.01,1
30090,0.85,0.01,0.02,0.08,0.01,1
30091,0.89,0.01,0.02,0.03,0.01,1
30092,0.89,0.01,0.02,0.02,0.01,1
30093,0.82,0.02,0.03,0.03,0.02,1
30094,0.93,0.01,0.01,0.01,0.01,1
30095,0.85,0.02,0.04,0.02,0.01,1
30096,0.88,0.01,0.02,0.02,0.01,1
30097,0.94,0.01,0.01,0.01,0.01,1
30128,0.39,0.12,0.11,0.12,0.04,1
30129,0.11,0.06,0.11,0.34,0.06,8
30130,0.84,0.04,0.04,0.02,0.01,1
30131,0.78,0.02,0.08,0.02,0.02,1
30132,0.6,0.03,0.06,0.1,0.03,1
30133,0.76,0.04,0.03,0.03,0.03,1
30525,0.8,0.02,0.04,0.03,0.02,1
30526,0.33,0.07,0.13,0.07,0.07,1
30527,0.43,0.07,0.09,0.12,0.05,1
30528,0.81,0.02,0.04,0.03,0.02,1
30530,0.82,0.02,0.02,0.04,0.02,1
30531,0.86,0.01,0.05,0.01,0.01,1
30534,0.72,0.02,0.07,0.04,0.02,1
30536,0.8,0.02,0.04,0.02,0.02,1
30537,0.81,0.02,0.04,0.03,0.02,1
30538,0.87,0.02,0.02,0.01,0.01,1
30539,0.54,0.06,0.1,0.08,0.04,1
30540,0.88,0.01,0.02,0.02,0.01,1
30542,0.46,0.05,0.16,0.05,0.05,1
30543,0.69,0.05,0.06,0.03,0.03,1
30544,0.79,0.02,0.03,0.05,0.02,1
30545,0.63,0.04,0.1,0.04,0.04,1
30546,0.78,0.02,0.07,0.02,0.02,1
30547,0.93,0.01,0.02,0.01,0.01,1
30548,0.81,0.02,0.05,0.02,0.02,1
30549,0.81,0.01,0.12,0.01,0.01,1
30550,0.81,0.02,0.07,0.03,0.01,1
44631,0.82,0.01,0.09,0.03,0.01,1
44632,0.13,0.08,0.11,0.19,0.08,8
44633,0.11,0.08,0.12,0.25,0.07,8
44634,0.12,0.07,0.1,0.28,0.07,8
44635,0.14,0.07,0.15,0.19,0.07,8
44636,0.35,0.11,0.08,0.23,0.04,1
44637,0.46,0.03,0.04,0.35,0.02,1
44638,0.74,0.06,0.05,0.05,0.02,1
44639,0.07,0.08,0.07,0.08,0.08,6
44641,0.13,0.07,0.17,0.19,0.07,8
44642,0.29,0.12,0.1,0.07,0.07,1
44643,0.14,0.08,0.16,0.08,0.09,3
44644,0.36,0.06,0.16,0.07,0.06,1
44645,0.21,0.06,0.21,0.13,0.06,1
44646,0.45,0.11,0.13,0.08,0.04,1
44647,0.15,0.17,0.11,0.14,0.07,2
44648,0.37,0.06,0.18,0.06,0.05,1
44649,0.24,0.12,0.15,0.07,0.07,1
44650,0.55,0.03,0.15,0.05,0.04,1
44651,0.32,0.31,0.08,0.11,0.03,1
44653,0.18,0.11,0.15,0.09,0.08,1
44654,0.21,0.07,0.15,0.13,0.07,1
44656,0.31,0.08,0.09,0.1,0.06,1
54030,0.1,0.06,0.09,0.37,0.06,8
54031,0.1,0.07,0.08,0.38,0.06,8
54032,0.12,0.08,0.1,0.18,0.1,8
54033,0.1,0.06,0.08,0.36,0.06,8
54034,0.16,0.03,0.11,0.57,0.02,8
54035,0.09,0.08,0.08,0.34,0.07,8
54036,0.08,0.07,0.08,0.37,0.07,8
54037,0.12,0.06,0.08,0.43,0.06,8
54038,0.11,0.09,0.11,0.2,0.09,8
54039,0.08,0.12,0.09,0.39,0.05,8
54040,0.11,0.06,0.08,0.45,0.05,8
54041,0.13,0.06,0.09,0.31,0.07,8
54042,0.09,0.07,0.07,0.33,0.07,8
54043,0.09,0.07,0.09,0.31,0.07,8
54044,0.07,0.05,0.11,0.5,0.05,8
54045,0.09,0.06,0.12,0.34,0.07,8
54046,0.07,0.04,0.07,0.61,0.03,8
54047,0.16,0.07,0.11,0.24,0.07,8
54048,0.11,0.08,0.11,0.26,0.07,8
54049,0.24,0.08,0.09,0.22,0.06,1
54050,0.14,0.08,0.1,0.21,0.08,8
54051,0.15,0.05,0.07,0.5,0.04,8
54052,0.11,0.08,0.11,0.21,0.08,8
54053,0.08,0.09,0.09,0.08,0.09,6
54054,0.15,0.06,0.15,0.31,0.06,8
54055,0.09,0.05,0.08,0.45,0.05,8
54056,0.11,0.07,0.09,0.33,0.07,8
54058,0.11,0.07,0.07,0.34,0.08,8
54059,0.12,0.1,0.12,0.11,0.09,1
54060,0.13,0.09,0.12,0.2,0.07,8
54061,0.17,0.05,0.09,0.35,0.06,8
54062,0.14,0.06,0.08,0.34,0.07,8
54063,0.13,0.07,0.11,0.26,0.07,8
54064,0.09,0.06,0.08,0.44,0.06,8
54065,0.07,0.06,0.07,0.42,0.06,8
54067,0.08,0.07,0.1,0.31,0.07,8
54069,0.09,0.09,0.09,0.15,0.1,8
54070,0.41,0.01,0.04,0.48,0.01,8
54071,0.09,0.09,0.09,0.29,0.08,8
54072,0.09,0.05,0.11,0.47,0.05,8
54073,0.08,0.08,0.08,0.34,0.07,8
54074,0.12,0.11,0.11,0.14,0.13,8
54075,0.09,0.03,0.06,0.68,0.03,8
54076,0.08,0.07,0.08,0.36,0.07,8
54077,0.08,0.09,0.08,0.35,0.07,8
54078,0.08,0.05,0.07,0.53,0.05,8
54079,0.07,0.06,0.07,0.44,0.06,8
54080,0.1,0.08,0.07,0.48,0.05,8
54081,0.1,0.07,0.15,0.23,0.07,8
54082,0.1,0.08,0.09,0.29,0.07,8
54083,0.07,0.07,0.08,0.33,0.07,8
54084,0.1,0.09,0.11,0.25,0.07,8
54085,0.08,0.06,0.1,0.36,0.07,8
54086,0.19,0.06,0.15,0.21,0.07,8
54087,0.08,0.08,0.07,0.33,0.08,8
54089,0.09,0.07,0.1,0.29,0.07,8
54090,0.12,0.08,0.11,0.25,0.07,8
54091,0.1,0.04,0.09,0.51,0.04,8
54092,0.12,0.03,0.1,0.6,0.03,8
54093,0.07,0.07,0.07,0.38,0.07,8
54094,0.12,0.06,0.1,0.4,0.06,8
54095,0.07,0.06,0.11,0.37,0.06,8
54096,0.12,0.06,0.11,0.38,0.06,8
54097,0.08,0.05,0.12,0.51,0.04,8
54099,0.06,0.07,0.06,0.47,0.06,8
54100,0.1,0.1,0.08,0.23,0.08,8
54101,0.1,0.06,0.12,0.32,0.06,8
54102,0.11,0.06,0.08,0.5,0.04,8
54103,0.12,0.08,0.09,0.34,0.06,8
54104,0.09,0.07,0.09,0.45,0.05,8
54105,0.07,0.06,0.09,0.45,0.06,8
54106,0.41,0.04,0.1,0.23,0.04,1
54107,0.1,0.07,0.1,0.35,0.06,8
54108,0.18,0.07,0.09,0.28,0.07,8
54109,0.1,0.06,0.1,0.39,0.06,8
54110,0.1,0.06,0.08,0.38,0.06,8
54111,0.08,0.09,0.11,0.3,0.07,8
54112,0.12,0.06,0.09,0.36,0.06,8
54113,0.14,0.05,0.12,0.38,0.05,8
54114,0.07,0.06,0.07,0.43,0.07,8
54115,0.09,0.08,0.1,0.23,0.08,8
54116,0.13,0.08,0.13,0.2,0.07,8
54117,0.15,0.07,0.14,0.21,0.08,8
54119,0.18,0.07,0.13,0.22,0.06,8
54120,0.13,0.08,0.09,0.27,0.07,8
54122,0.13,0.05,0.09,0.39,0.06,8
54123,0.08,0.07,0.07,0.38,0.07,8
54124,0.29,0.06,0.1,0.24,0.05,1
54125,0.1,0.07,0.1,0.24,0.08,8
54126,0.08,0.08,0.08,0.35,0.07,8
54128,0.09,0.06,0.1,0.41,0.06,8
54129,0.09,0.07,0.08,0.32,0.07,8
54130,0.12,0.06,0.08,0.35,0.06,8
54131,0.13,0.04,0.1,0.48,0.05,8
54132,0.12,0.08,0.13,0.18,0.1,8
54133,0.09,0.05,0.08,0.48,0.05,8
54134,0.12,0.06,0.08,0.35,0.06,8
54135,0.24,0.07,0.12,0.14,0.07,1
54136,0.04,0.03,0.04,0.69,0.05,8
54137,0.19,0.08,0.12,0.13,0.08,1
54138,0.09,0.08,0.09,0.26,0.08,8
54139,0.13,0.1,0.11,0.21,0.07,8
54140,0.09,0.09,0.08,0.31,0.07,8
54141,0.08,0.08,0.09,0.23,0.08,8
54142,0.14,0.07,0.14,0.25,0.07,8
54143,0.08,0.06,0.07,0.4,0.07,8
54144,0.2,0.08,0.12,0.14,0.08,1
54145,0.12,0.07,0.09,0.34,0.06,8
54146,0.23,0.09,0.09,0.24,0.06,8
54147,0.11,0.08,0.13,0.19,0.08,8
54148,0.23,0.05,0.11,0.34,0.05,8
54149,0.08,0.07,0.08,0.33,0.07,8
54150,0.11,0.04,0.09,0.51,0.04,8
54151,0.24,0.07,0.13,0.16,0.07,1
54152,0.13,0.06,0.08,0.39,0.06,8
54153,0.1,0.07,0.07,0.37,0.07,8
54154,0.06,0.03,0.1,0.63,0.03,8
54157,0.09,0.15,0.08,0.3,0.06,8
54158,0.11,0.08,0.08,0.25,0.08,8
54159,0.08,0.09,0.09,0.3,0.07,8
54161,0.07,0.07,0.08,0.37,0.07,8
54162,0.04,0.03,0.04,0.69,0.03,8
54163,0.16,0.06,0.15,0.25,0.06,8
54164,0.08,0.08,0.08,0.09,0.08,6
54165,0.15,0.06,0.08,0.38,0.05,8
54166,0.11,0.05,0.07,0.6,0.03,8
54168,0.18,0.08,0.1,0.19,0.07,8
54169,0.19,0.07,0.22,0.08,0.07,3
54170,0.1,0.06,0.08,0.43,0.06,8
54171,0.13,0.06,0.12,0.27,0.07,8
54172,0.06,0.03,0.05,0.7,0.03,8
54173,0.11,0.07,0.08,0.3,0.07,8
54174,0.24,0.05,0.07,0.31,0.05,8
54175,0.09,0.07,0.1,0.31,0.08,8
54176,0.08,0.05,0.06,0.48,0.05,8
54177,0.08,0.06,0.12,0.41,0.06,8
54178,0.14,0.06,0.11,0.33,0.06,8
54179,0.06,0.03,0.04,0.7,0.03,8
54180,0.13,0.07,0.18,0.18,0.07,3
54181,0.11,0.06,0.07,0.4,0.06,8
54182,0.08,0.04,0.09,0.57,0.04,8
54183,0.14,0.11,0.1,0.34,0.05,8
54184,0.1,0.07,0.07,0.38,0.06,8
54185,0.08,0.08,0.08,0.31,0.08,8
54186,0.1,0.09,0.1,0.14,0.09,8
54187,0.1,0.07,0.09,0.33,0.07,8
54188,0.11,0.06,0.09,0.39,0.06,8
54189,0.08,0.07,0.07,0.37,0.07,8
54190,0.07,0.05,0.07,0.52,0.05,8
54191,0.09,0.08,0.1,0.24,0.08,8
54192,0.11,0.05,0.05,0.51,0.05,8
54193,0.09,0.1,0.09,0.27,0.08,8
54195,0.16,0.05,0.1,0.33,0.06,8
54197,0.13,0.03,0.07,0.6,0.03,8
54198,0.08,0.07,0.09,0.36,0.07,8
54199,0.16,0.06,0.17,0.29,0.05,8
54200,0.1,0.08,0.12,0.31,0.07,8
54202,0.11,0.07,0.12,0.3,0.07,8
54203,0.12,0.07,0.16,0.27,0.06,8
54204,0.12,0.09,0.12,0.27,0.07,8
54205,0.1,0.08,0.1,0.2,0.09,8
54206,0.13,0.04,0.13,0.45,0.04,8
54207,0.13,0.06,0.1,0.35,0.06,8
54208,0.09,0.06,0.08,0.49,0.05,8
54210,0.1,0.09,0.09,0.13,0.13,8
54211,0.15,0.07,0.1,0.24,0.07,8
54212,0.12,0.07,0.1,0.25,0.08,8
54213,0.1,0.03,0.07,0.66,0.02,8
54214,0.09,0.05,0.09,0.49,0.05,8
54215,0.05,0.03,0.06,0.72,0.02,8
54216,0.09,0.08,0.08,0.27,0.08,8
54217,0.08,0.07,0.08,0.35,0.07,8
54218,0.1,0.08,0.09,0.31,0.07,8
54219,0.09,0.13,0.1,0.26,0.07,8
54220,0.13,0.09,0.1,0.22,0.08,8
54221,0.12,0.06,0.09,0.4,0.05,8
54222,0.12,0.06,0.12,0.32,0.06,8
54223,0.08,0.07,0.08,0.33,0.07,8
54224,0.12,0.07,0.11,0.28,0.07,8
54225,0.15,0.06,0.1,0.35,0.06,8
54226,0.1,0.07,0.1,0.31,0.07,8
54227,0.09,0.06,0.09,0.38,0.06,8
54228,0.1,0.07,0.09,0.29,0.07,8
54229,0.09,0.08,0.08,0.28,0.08,8
54231,0.09,0.1,0.09,0.29,0.07,8
54232,0.09,0.1,0.09,0.25,0.08,8
54233,0.11,0.06,0.09,0.43,0.05,8
54234,0.16,0.08,0.15,0.11,0.08,1
54235,0.11,0.08,0.14,0.23,0.07,8
54236,0.1,0.08,0.07,0.38,0.07,8
54237,0.13,0.07,0.11,0.28,0.07,8
54238,0.11,0.05,0.08,0.44,0.05,8
54239,0.13,0.06,0.2,0.25,0.06,8
54240,0.13,0.07,0.1,0.24,0.08,8
54241,0.09,0.05,0.08,0.45,0.05,8
54242,0.12,0.11,0.08,0.3,0.08,8
54244,0.38,0.02,0.05,0.46,0.02,8
54245,0.11,0.07,0.08,0.36,0.06,8
54246,0.11,0.07,0.09,0.31,0.07,8
54247,0.1,0.07,0.08,0.35,0.07,8
54248,0.08,0.08,0.08,0.3,0.08,8
54249,0.17,0.04,0.06,0.52,0.04,8
54250,0.13,0.07,0.09,0.31,0.07,8
54251,0.08,0.06,0.08,0.43,0.06,8
54252,0.09,0.07,0.1,0.28,0.08,8
54253,0.1,0.09,0.15,0.21,0.09,8
54254,0.08,0.08,0.08,0.07,0.08,6
54257,0.13,0.07,0.08,0.32,0.07,8
54258,0.11,0.07,0.09,0.36,0.06,8
54259,0.09,0.06,0.07,0.42,0.06,8
54260,0.07,0.08,0.07,0.35,0.07,8
54261,0.06,0.06,0.06,0.45,0.06,8
54262,0.09,0.08,0.08,0.31,0.07,8
54263,0.14,0.1,0.13,0.15,0.08,8
54264,0.08,0.08,0.08,0.3,0.08,8
54265,0.1,0.07,0.07,0.44,0.05,8
54266,0.09,0.06,0.08,0.4,0.06,8
54267,0.08,0.02,0.04,0.73,0.02,8
54268,0.11,0.08,0.09,0.26,0.08,8
54270,0.09,0.06,0.1,0.41,0.05,8
54271,0.16,0.08,0.2,0.08,0.08,3
54272,0.21,0.07,0.12,0.18,0.07,1
54273,0.13,0.07,0.09,0.33,0.06,8
54274,0.14,0.11,0.09,0.24,0.07,8
54275,0.18,0.1,0.11,0.12,0.08,1
54276,0.15,0.05,0.09,0.4,0.05,8
54277,0.11,0.14,0.09,0.21,0.08,8
54279,0.08,0.07,0.09,0.37,0.07,8
54280,0.08,0.07,0.08,0.35,0.07,8
54281,0.09,0.07,0.09,0.35,0.07,8
54282,0.22,0.03,0.08,0.46,0.03,8
54283,0.09,0.04,0.06,0.6,0.03,8
54284,0.07,0.04,0.06,0.65,0.03,8
54285,0.08,0.07,0.08,0.33,0.07,8
54286,0.11,0.07,0.1,0.28,0.07,8
54287,0.12,0.08,0.09,0.22,0.08,8
54288,0.17,0.07,0.1,0.24,0.07,8
54289,0.14,0.07,0.11,0.24,0.07,8
54290,0.08,0.07,0.09,0.39,0.06,8
54291,0.12,0.07,0.13,0.24,0.07,8
54292,0.05,0.02,0.04,0.81,0.02,8
54293,0.11,0.07,0.11,0.36,0.06,8
54295,0.11,0.07,0.11,0.31,0.07,8
54296,0.11,0.08,0.11,0.23,0.08,8
54297,0.08,0.07,0.08,0.36,0.07,8
54298,0.08,0.07,0.09,0.34,0.07,8
54299,0.07,0.06,0.07,0.42,0.06,8
54300,0.11,0.09,0.13,0.25,0.07,8
54301,0.09,0.07,0.08,0.35,0.07,8
54302,0.17,0.06,0.13,0.28,0.06,8
54303,0.11,0.04,0.06,0.62,0.03,8
54304,0.12,0.07,0.09,0.29,0.07,8
54305,0.11,0.06,0.09,0.36,0.06,8
54306,0.09,0.05,0.08,0.47,0.05,8
54307,0.16,0.07,0.1,0.27,0.08,8
54308,0.1,0.07,0.11,0.25,0.08,8
54309,0.07,0.03,0.05,0.67,0.03,8
54310,0.1,0.07,0.08,0.35,0.07,8
54311,0.04,0.02,0.04,0.76,0.02,8
54312,0.13,0.07,0.1,0.31,0.07,8
54313,0.12,0.09,0.12,0.15,0.08,8
54314,0.09,0.12,0.07,0.34,0.07,8
54315,0.12,0.07,0.08,0.37,0.06,8
54316,0.06,0.06,0.06,0.46,0.06,8
54317,0.07,0.01,0.07,0.79,0.01,8
54318,0.07,0.05,0.08,0.53,0.04,8
54319,0.07,0.06,0.06,0.47,0.06,8
54320,0.17,0.08,0.1,0.22,0.07,8
54321,0.09,0.08,0.09,0.23,0.08,8
54322,0.14,0.08,0.13,0.15,0.09,8
54323,0.13,0.09,0.09,0.22,0.07,8
54324,0.23,0.05,0.1,0.35,0.04,8
54325,0.05,0.02,0.03,0.78,0.02,8
54326,0.07,0.07,0.07,0.4,0.06,8
54327,0.13,0.11,0.09,0.26,0.07,8
54329,0.19,0.06,0.16,0.23,0.06,8
54330,0.07,0.08,0.07,0.34,0.07,8
54332,0.08,0.09,0.06,0.47,0.05,8
55555,0.14,0.07,0.14,0.16,0.12,8
55557,0.31,0.04,0.14,0.12,0.19,1
55558,0.16,0.05,0.17,0.22,0.15,8
55559,0.28,0.04,0.26,0.05,0.15,1
55560,0.37,0.02,0.15,0.04,0.31,1
55561,0.26,0.07,0.12,0.08,0.11,1
55562,0.1,0.07,0.14,0.14,0.18,9
55564,0.11,0.08,0.11,0.2,0.08,8
55565,0.3,0.07,0.17,0.08,0.09,1
55566,0.14,0.08,0.2,0.09,0.12,3
55567,0.37,0.02,0.17,0.11,0.25,1
55569,0.12,0.07,0.26,0.11,0.07,3
55571,0.28,0.02,0.05,0.05,0.53,9
55572,0.16,0.07,0.16,0.11,0.15,1
55574,0.46,0.05,0.12,0.05,0.08,1
55575,0.29,0.03,0.09,0.08,0.4,9
55576,0.14,0.06,0.18,0.17,0.12,3
55577,0.24,0.03,0.15,0.03,0.42,9
55578,0.14,0.08,0.14,0.15,0.2,9
66133,0.39,0.14,0.11,0.08,0.06,1
66134,0.29,0.09,0.09,0.19,0.06,1
66135,0.3,0.1,0.05,0.4,0.02,8
66136,0.2,0.61,0.04,0.04,0.02,2
66137,0.13,0.17,0.14,0.17,0.06,2
66138,0.12,0.14,0.08,0.28,0.06,8
66139,0.23,0.1,0.13,0.14,0.07,1
66140,0.29,0.1,0.14,0.07,0.07,1
66141,0.44,0.1,0.07,0.17,0.04,1
66142,0.28,0.08,0.11,0.13,0.06,1
