Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
64768,0.04,0.05,0.08,0.05,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.08,0.04,0.07,0.08,0.04,0.04,0.04,0.04,6
64769,0.04,0.04,0.04,0.11,0.04,0.04,0.11,0.05,0.04,0.05,0.04,0.04,0.04,0.07,0.04,0.08,0.05,0.05,0.04,3
64770,0.04,0.08,0.04,0.06,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.1,0.04,0.04,0.04,0.04,0.04,12
64771,0.11,0.12,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.07,0.03,0.03,0.11,0.03,0.08,0.03,0.03,0.03,0.03,1
64772,0.02,0.11,0.02,0.09,0.18,0.02,0.08,0.02,0.02,0.05,0.02,0.03,0.13,0.09,0.08,0.02,0.02,0.02,0.01,4
64773,0.06,0.14,0.03,0.04,0.04,0.03,0.03,0.07,0.03,0.02,0.03,0.04,0.15,0.09,0.04,0.08,0.03,0.03,0.02,12
64774,0.18,0.07,0.02,0.03,0.14,0.02,0.05,0.02,0.02,0.04,0.02,0.02,0.22,0.04,0.02,0.06,0.02,0.02,0.02,12
64775,0.02,0.02,0.02,0.08,0.03,0.02,0.04,0.02,0.02,0.13,0.02,0.02,0.23,0.25,0.02,0.02,0.02,0.02,0.02,13
64776,0.03,0.09,0.03,0.07,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.02,0.22,0.03,0.08,0.03,0.03,0.03,0.06,12
64777,0.07,0.08,0.02,0.08,0.04,0.02,0.04,0.02,0.03,0.03,0.02,0.26,0.12,0.03,0.02,0.02,0.03,0.03,0.02,11
64778,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.21,0.04,0.04,0.04,0.04,14
64779,0.13,0.06,0.01,0.22,0.03,0.01,0.17,0.01,0.01,0.03,0.01,0.03,0.05,0.11,0.06,0.02,0.01,0.01,0.01,3
64780,0.02,0.02,0.01,0.24,0.01,0.01,0.03,0.01,0.01,0.12,0.01,0.04,0.29,0.06,0.03,0.03,0.01,0.01,0.01,12
64781,0.03,0.03,0.07,0.05,0.04,0.03,0.04,0.03,0.03,0.07,0.03,0.04,0.21,0.06,0.07,0.04,0.03,0.03,0.03,12
64782,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.17,0.1,0.07,0.08,0.11,0.03,0.03,0.03,11
64783,0.04,0.07,0.04,0.04,0.08,0.04,0.04,0.04,0.13,0.08,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,8
64784,0.05,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.08,0.04,0.19,0.04,0.11,0.03,0.04,0.04,0.04,0.04,11
64785,0.02,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.07,0.33,0.03,0.11,0.03,0.03,0.03,0.03,12
64786,0.09,0.09,0.03,0.04,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.19,0.03,0.03,0.03,0.03,14
64787,0.03,0.15,0.02,0.17,0.04,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.17,0.03,0.05,0.1,0.02,0.02,0.02,3
64788,0.03,0.11,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.06,0.03,0.1,0.16,0.03,0.12,0.03,0.03,0.03,0.03,12
64789,0.1,0.13,0.01,0.07,0.05,0.06,0.04,0.01,0.01,0.02,0.01,0.01,0.26,0.06,0.05,0.01,0.01,0.01,0.05,12
64790,0.04,0.04,0.04,0.1,0.05,0.04,0.15,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,6
64791,0.03,0.04,0.01,0.14,0.01,0.03,0.04,0.01,0.01,0.07,0.01,0.11,0.02,0.39,0.04,0.01,0.01,0.01,0.01,13
64792,0.05,0.06,0.02,0.11,0.03,0.05,0.12,0.05,0.02,0.02,0.02,0.1,0.23,0.02,0.02,0.02,0.02,0.02,0.02,12
64793,0.04,0.04,0.04,0.04,0.05,0.04,0.07,0.04,0.04,0.1,0.04,0.19,0.05,0.04,0.03,0.04,0.04,0.04,0.04,11
64794,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.25,0.04,0.04,0.04,0.04,14
64795,0.03,0.02,0.01,0.35,0.02,0.01,0.06,0.02,0.01,0.1,0.01,0.01,0.05,0.18,0.01,0.04,0.01,0.01,0.04,3
64796,0.03,0.03,0.01,0.24,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.03,0.12,0.12,0.02,0.03,0.01,0.01,0.03,3
64797,0.07,0.06,0.02,0.07,0.03,0.02,0.17,0.02,0.02,0.08,0.02,0.02,0.15,0.1,0.02,0.02,0.02,0.02,0.04,6
64798,0.02,0.07,0.02,0.11,0.06,0.04,0.04,0.02,0.02,0.09,0.02,0.09,0.05,0.22,0.1,0.02,0.02,0.02,0.02,13
64799,0.05,0.03,0.03,0.08,0.04,0.03,0.05,0.03,0.03,0.03,0.03,0.17,0.04,0.12,0.04,0.07,0.03,0.03,0.03,11
64800,0.05,0.05,0.04,0.05,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.05,0.13,0.05,0.05,0.04,0.04,0.04,0.04,12
64801,0.03,0.07,0.03,0.03,0.04,0.03,0.11,0.03,0.03,0.07,0.03,0.04,0.03,0.08,0.19,0.03,0.03,0.03,0.03,14
64802,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
64803,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
64804,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.09,0.16,0.04,0.04,0.08,0.04,0.04,0.04,12
64805,0.09,0.04,0.04,0.05,0.05,0.04,0.09,0.04,0.04,0.12,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,9
64806,0.09,0.15,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.09,0.06,0.04,0.09,0.03,0.03,0.03,0.05,1
64807,0.05,0.13,0.03,0.12,0.03,0.03,0.08,0.03,0.03,0.06,0.03,0.02,0.14,0.11,0.02,0.03,0.03,0.03,0.03,12
64808,0.15,0.2,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.14,0.03,0.03,0.03,0.03,0.03,0.03,1
64809,0.22,0.04,0.01,0.24,0.03,0.01,0.04,0.03,0.01,0.01,0.02,0.07,0.14,0.02,0.01,0.02,0.01,0.01,0.03,3
64810,0.03,0.21,0.03,0.11,0.03,0.03,0.03,0.03,0.1,0.06,0.03,0.03,0.09,0.05,0.05,0.03,0.03,0.03,0.03,1
64811,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0
64812,0.04,0.06,0.04,0.08,0.04,0.04,0.07,0.04,0.04,0.05,0.04,0.07,0.09,0.05,0.06,0.04,0.04,0.04,0.04,12
64813,0.03,0.03,0.02,0.08,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.08,0.32,0.1,0.04,0.03,0.03,0.02,13
64814,0.02,0.03,0.03,0.04,0.03,0.03,0.16,0.03,0.03,0.06,0.03,0.04,0.09,0.09,0.02,0.21,0.03,0.03,0.03,15
64815,0.04,0.05,0.03,0.14,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.09,0.17,0.04,0.03,0.06,0.03,0.03,0.03,12
64816,0.03,0.16,0.03,0.17,0.08,0.03,0.03,0.03,0.02,0.06,0.02,0.05,0.06,0.06,0.08,0.03,0.03,0.03,0.03,3
64817,0.03,0.05,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.26,0.03,0.05,0.03,0.03,0.03,0.03,12
64818,0.06,0.1,0.02,0.1,0.07,0.03,0.17,0.01,0.01,0.01,0.02,0.02,0.1,0.21,0.01,0.04,0.01,0.01,0.01,13
64819,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
64820,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
64821,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
64822,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5
64823,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
64824,0.02,0.06,0.02,0.19,0.07,0.02,0.08,0.02,0.02,0.02,0.02,0.12,0.07,0.11,0.02,0.02,0.03,0.02,0.02,3
64825,0.12,0.07,0.08,0.04,0.07,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.09,0.09,0.03,0.07,0.03,0.03,0.03,0
64826,0.05,0.04,0.08,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.08,0.09,0.09,0.04,0.04,0.04,14
64827,0.04,0.04,0.04,0.14,0.05,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0.04,13
64828,0.02,0.02,0.02,0.06,0.05,0.02,0.03,0.02,0.02,0.44,0.02,0.02,0.08,0.06,0.02,0.02,0.02,0.02,0.02,9
64829,0.11,0.03,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.34,0.02,0.08,0.08,0.02,0.02,0.05,0.02,0.02,0.02,9
64830,0.12,0.03,0.03,0.25,0.05,0.03,0.05,0.03,0.03,0.05,0.03,0.05,0.04,0.07,0.02,0.03,0.03,0.03,0.03,3
64831,0.04,0.05,0.04,0.05,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.04,0.06,0.04,0.04,0.04,13
64832,0.04,0.07,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.11,0.04,0.04,0.04,0.11,0.04,0.08,0.04,0.04,0.04,9
64833,0.04,0.11,0.08,0.03,0.12,0.04,0.03,0.04,0.04,0.04,0.04,0.07,0.03,0.04,0.11,0.03,0.04,0.04,0.04,4
64834,0.04,0.03,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.07,0.04,0.04,0.11,0.08,0.03,0.07,0.04,0.04,0.09,12
64835,0.06,0.08,0.09,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.09,0.04,0.05,0.05,0.04,2
64836,0.03,0.13,0.04,0.06,0.08,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.05,0.07,0.03,0.03,0.03,0.15,18
64837,0.03,0.03,0.02,0.07,0.02,0.02,0.03,0.02,0.02,0.1,0.02,0.05,0.07,0.35,0.03,0.02,0.02,0.02,0.02,13
64838,0.01,0.04,0.01,0.68,0.07,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.05,0.01,0.01,0.01,3
64839,0.04,0.05,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.06,0.13,0.06,0.12,0.04,0.04,0.04,0.04,12
64840,0.47,0.01,0.01,0.27,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0
64841,0.14,0.13,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0
64842,0.05,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.12,0.04,0.04,0.04,0.04,1
64843,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.21,0.04,0.04,0.04,0.04,14
64844,0.04,0.05,0.09,0.04,0.05,0.04,0.04,0.04,0.04,0.17,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,9
64845,0.03,0.09,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.09,0.19,0.09,0.03,0.03,0.03,0.07,13
64846,0.04,0.03,0.08,0.04,0.07,0.04,0.12,0.03,0.04,0.04,0.04,0.07,0.12,0.05,0.07,0.03,0.04,0.04,0.03,6
64847,0.05,0.03,0.03,0.06,0.1,0.03,0.19,0.03,0.04,0.04,0.03,0.03,0.04,0.1,0.07,0.03,0.03,0.03,0.03,6
64848,0.03,0.06,0.02,0.19,0.1,0.02,0.07,0.02,0.02,0.05,0.04,0.15,0.03,0.02,0.06,0.04,0.02,0.02,0.02,3
64849,0.02,0.08,0.02,0.28,0.05,0.02,0.02,0.02,0.02,0.05,0.02,0.16,0.04,0.07,0.07,0.03,0.02,0.02,0.02,3
64850,0.02,0.02,0.02,0.21,0.02,0.02,0.03,0.02,0.02,0.11,0.02,0.09,0.02,0.18,0.05,0.1,0.02,0.02,0.02,3
64851,0.07,0.05,0.03,0.08,0.04,0.03,0.04,0.04,0.04,0.07,0.04,0.03,0.04,0.24,0.03,0.04,0.03,0.03,0.03,13
64852,0.04,0.04,0.04,0.04,0.07,0.04,0.12,0.09,0.04,0.04,0.04,0.04,0.07,0.11,0.04,0.04,0.04,0.04,0.04,6
64853,0.08,0.02,0.02,0.15,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.13,0.11,0.12,0.07,0.05,0.02,0.02,0.02,3
64854,0.02,0.07,0.01,0.51,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.02,0.04,0.14,0.04,0.01,0.01,0.01,0.01,3
64855,0.03,0.14,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.07,0.06,0.03,0.08,0.06,0.03,0.03,0.03,0.03,0.03,3
64856,0.07,0.09,0.03,0.14,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.18,0.05,0.06,0.03,0.03,0.03,0.03,12
64857,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.31,0.03,0.11,0.03,0.03,0.03,13
64858,0.05,0.19,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
64859,0.06,0.15,0.04,0.02,0.08,0.02,0.09,0.02,0.02,0.02,0.02,0.02,0.1,0.2,0.08,0.02,0.02,0.02,0.02,13
64860,0.03,0.06,0.03,0.17,0.04,0.03,0.13,0.03,0.03,0.03,0.03,0.04,0.07,0.13,0.06,0.03,0.03,0.03,0.03,3
64861,0.08,0.18,0.03,0.03,0.04,0.03,0.06,0.03,0.03,0.09,0.03,0.03,0.12,0.05,0.03,0.03,0.03,0.03,0.03,1
64862,0.04,0.04,0.04,0.04,0.07,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.12,0.09,0.04,0.04,0.04,0.04,13
64863,0.14,0.06,0.02,0.07,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.23,0.07,0.07,0.02,0.07,0.02,0.02,0.05,11
64864,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.08,0.04,0.11,0.17,0.04,0.04,0.04,0.04,14
64865,0.04,0.13,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.09,0.03,0.04,0.03,0.22,0.03,0.03,0.03,0.03,0.03,13
64866,0.03,0.13,0.03,0.03,0.13,0.03,0.09,0.03,0.03,0.03,0.03,0.11,0.04,0.05,0.1,0.06,0.03,0.03,0.03,1
64867,0.12,0.06,0.03,0.03,0.18,0.03,0.03,0.03,0.03,0.06,0.03,0.04,0.09,0.03,0.08,0.04,0.03,0.03,0.03,4
64868,0.03,0.04,0.03,0.04,0.03,0.03,0.15,0.03,0.03,0.07,0.03,0.07,0.1,0.12,0.08,0.03,0.03,0.03,0.03,6
64869,0.19,0.03,0.03,0.1,0.04,0.03,0.04,0.03,0.03,0.07,0.03,0.06,0.03,0.06,0.03,0.05,0.03,0.03,0.06,0
64870,0.03,0.21,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.12,0.06,0.1,0.03,0.03,0.03,0.03,1
64871,0.02,0.09,0.04,0.03,0.06,0.02,0.2,0.02,0.02,0.05,0.02,0.03,0.22,0.06,0.02,0.04,0.02,0.02,0.02,12
64872,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.17,0.04,0.03,0.1,0.06,0.04,0.04,0.04,11
64873,0.04,0.13,0.03,0.14,0.05,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.1,0.07,0.03,0.03,0.03,0.03,0.03,3
64874,0.03,0.11,0.03,0.03,0.04,0.03,0.03,0.07,0.03,0.14,0.03,0.14,0.06,0.03,0.09,0.03,0.03,0.03,0.03,9
64875,0.02,0.13,0.02,0.07,0.02,0.01,0.02,0.02,0.01,0.13,0.03,0.01,0.2,0.18,0.07,0.02,0.02,0.02,0.01,12
64876,0.01,0.13,0.01,0.52,0.03,0.01,0.04,0.01,0.01,0.01,0.02,0.05,0.02,0.02,0.01,0.02,0.01,0.01,0.01,3
64877,0.03,0.08,0.03,0.16,0.03,0.07,0.07,0.03,0.03,0.04,0.03,0.1,0.04,0.03,0.07,0.03,0.03,0.03,0.06,3
64878,0.03,0.06,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.08,0.05,0.15,0.14,0.05,0.03,0.03,0.06,13
64879,0.07,0.13,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,1
64880,0.04,0.19,0.03,0.04,0.03,0.08,0.06,0.07,0.04,0.03,0.03,0.09,0.04,0.03,0.04,0.03,0.03,0.03,0.03,1
64881,0.05,0.18,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.07,0.04,0.07,0.04,0.03,0.12,0.04,0.04,0.04,0.03,1
64882,0.02,0.17,0.02,0.13,0.09,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.09,0.08,0.08,0.07,0.02,0.02,0.02,1
64883,0.11,0.1,0.02,0.03,0.05,0.02,0.12,0.02,0.02,0.05,0.02,0.05,0.11,0.05,0.11,0.02,0.03,0.03,0.02,6
64884,0.03,0.03,0.03,0.29,0.03,0.03,0.05,0.03,0.03,0.06,0.03,0.05,0.09,0.03,0.05,0.07,0.03,0.03,0.03,3
64885,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.21,0.15,0.03,0.03,0.03,0.03,13
64886,0.03,0.1,0.02,0.05,0.03,0.02,0.24,0.02,0.02,0.04,0.02,0.03,0.15,0.11,0.02,0.04,0.02,0.02,0.02,6
64887,0.3,0.07,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.08,0.12,0.02,0.04,0.02,0.02,0.02,0
64888,0.14,0.1,0.03,0.07,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.13,0.08,0.04,0.03,0.03,0.03,0.03,0.05,0
64889,0.03,0.03,0.03,0.06,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.31,0.03,0.03,0.03,0.11,0.04,0.04,0.03,11
64890,0.06,0.05,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.09,0.03,0.18,0.08,0.02,0.02,0.1,0.03,0.03,0.03,11
64891,0.04,0.14,0.03,0.1,0.03,0.03,0.09,0.03,0.03,0.02,0.03,0.03,0.17,0.04,0.08,0.03,0.03,0.03,0.05,12
64892,0.04,0.12,0.03,0.07,0.07,0.07,0.05,0.03,0.03,0.06,0.03,0.11,0.03,0.07,0.03,0.04,0.03,0.03,0.03,1
64893,0.08,0.06,0.02,0.15,0.02,0.02,0.05,0.01,0.01,0.14,0.01,0.06,0.16,0.1,0.01,0.06,0.02,0.02,0.01,12
64894,0.02,0.02,0.02,0.14,0.03,0.02,0.1,0.02,0.02,0.04,0.02,0.14,0.02,0.13,0.07,0.11,0.02,0.02,0.02,3
64895,0.06,0.13,0.03,0.03,0.05,0.02,0.04,0.02,0.02,0.06,0.02,0.03,0.03,0.12,0.14,0.05,0.03,0.03,0.07,14
64896,0.07,0.09,0.03,0.32,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.09,0.08,0.04,0.02,0.02,0.02,0.03,3
64897,0.04,0.16,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.2,0.04,0.04,0.04,0.04,0.04,0.04,12
64898,0.06,0.08,0.03,0.03,0.09,0.03,0.17,0.07,0.03,0.04,0.03,0.03,0.06,0.03,0.12,0.03,0.03,0.03,0.03,6
64899,0.03,0.11,0.03,0.04,0.06,0.03,0.03,0.04,0.03,0.06,0.03,0.02,0.13,0.18,0.08,0.03,0.03,0.03,0.03,13
64900,0.03,0.1,0.03,0.03,0.05,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.06,0.18,0.03,0.03,0.03,0.03,0.06,6
64901,0.06,0.03,0.02,0.29,0.13,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.05,0.03,0.23,0.02,0.02,0.02,0.01,3
64902,0.02,0.08,0.06,0.04,0.16,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.08,0.24,0.04,0.02,0.02,0.02,0.02,13
64903,0.03,0.14,0.08,0.12,0.03,0.02,0.04,0.02,0.02,0.05,0.03,0.02,0.16,0.03,0.11,0.02,0.02,0.02,0.02,12
64904,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.12,0.08,0.09,0.06,0.04,0.07,0.04,0.04,0.04,0.04,0.04,8
64905,0.09,0.06,0.02,0.13,0.03,0.02,0.03,0.02,0.02,0.04,0.02,0.06,0.2,0.12,0.05,0.03,0.02,0.02,0.04,12
64906,0.39,0.08,0.01,0.1,0.16,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.08,0.02,0.02,0.01,0.01,0.01,0.01,0
64907,0.02,0.05,0.02,0.5,0.08,0.02,0.02,0.02,0.02,0.05,0.02,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,3
64908,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.11,0.13,0.04,0.04,0.04,0.04,14
64909,0.03,0.03,0.03,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.08,0.26,0.09,0.04,0.03,0.03,0.03,13
64910,0.03,0.14,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,3
64911,0.08,0.14,0.03,0.03,0.11,0.03,0.03,0.03,0.06,0.14,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
64912,0.03,0.11,0.03,0.04,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.09,0.1,0.04,0.15,0.03,0.03,0.03,0.06,14
64913,0.03,0.03,0.03,0.11,0.04,0.03,0.03,0.03,0.03,0.07,0.03,0.2,0.03,0.03,0.13,0.03,0.03,0.03,0.03,11
64914,0.03,0.03,0.03,0.04,0.12,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.06,0.28,0.06,0.04,0.03,0.03,0.03,13
64915,0.04,0.19,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.05,0.04,0.04,0.04,0.04,0.04,0.09,1
64916,0.02,0.04,0.04,0.15,0.06,0.02,0.19,0.02,0.02,0.08,0.02,0.04,0.04,0.07,0.1,0.02,0.02,0.02,0.02,6
64917,0.03,0.04,0.05,0.14,0.15,0.03,0.04,0.03,0.03,0.03,0.03,0.06,0.1,0.08,0.08,0.03,0.03,0.03,0.03,4
64918,0.03,0.03,0.07,0.22,0.08,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.1,0.03,0.03,0.03,0.03,3
64919,0.04,0.02,0.01,0.19,0.16,0.01,0.07,0.01,0.01,0.06,0.01,0.16,0.15,0.01,0.01,0.01,0.01,0.01,0.01,3
64920,0.25,0.13,0.02,0.03,0.02,0.04,0.06,0.02,0.02,0.09,0.03,0.14,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0
64921,0.03,0.02,0.03,0.04,0.06,0.03,0.05,0.03,0.03,0.12,0.03,0.05,0.29,0.02,0.08,0.03,0.03,0.03,0.03,12
64922,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.3,0.04,0.07,0.07,0.03,0.03,0.03,12
64923,0.03,0.09,0.02,0.2,0.07,0.02,0.07,0.02,0.03,0.02,0.02,0.02,0.19,0.07,0.02,0.03,0.02,0.02,0.02,3
64924,0.03,0.03,0.03,0.08,0.06,0.04,0.03,0.07,0.04,0.03,0.04,0.03,0.1,0.17,0.07,0.05,0.04,0.04,0.03,13
64925,0.07,0.24,0.03,0.04,0.03,0.03,0.1,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.05,1
64926,0.02,0.09,0.06,0.34,0.06,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.08,0.04,0.06,0.02,0.02,0.02,0.02,3
64927,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.15,0.03,0.13,0.03,0.03,0.03,13
64928,0.45,0.03,0.02,0.13,0.04,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0
64929,0.03,0.05,0.12,0.04,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.15,0.04,0.04,0.04,0.04,14
64930,0.03,0.09,0.03,0.04,0.11,0.03,0.2,0.05,0.03,0.03,0.03,0.03,0.06,0.07,0.03,0.03,0.03,0.03,0.03,6
64931,0.06,0.07,0.02,0.05,0.08,0.03,0.02,0.03,0.03,0.07,0.03,0.02,0.16,0.19,0.02,0.02,0.03,0.03,0.05,13
64932,0.04,0.12,0.02,0.09,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.03,0.11,0.13,0.14,0.03,0.02,0.02,0.02,14
64933,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
64934,0.07,0.03,0.08,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.09,0.1,0.11,0.04,0.04,0.04,0.03,14
64935,0.03,0.13,0.03,0.05,0.03,0.03,0.05,0.03,0.03,0.06,0.12,0.03,0.09,0.12,0.05,0.03,0.03,0.03,0.03,1
64936,0.02,0.09,0.13,0.16,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.12,0.07,0.07,0.02,0.02,0.02,0.02,3
64937,0.03,0.15,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.14,0.06,0.03,0.03,0.03,1
64938,0.04,0.08,0.03,0.15,0.06,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.06,0.19,0.05,0.05,0.03,0.03,0.05,13
