Unnamed: 0,Topic0: Waste of money,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
0,0.02,0.25,0.06,0.03,0.3,12
1,0.04,0.14,0.04,0.14,0.05,2
2,0.02,0.28,0.04,0.03,0.28,2
3,0.04,0.13,0.04,0.18,0.05,8
2192,0.02,0.25,0.02,0.02,0.36,12
2193,0.01,0.23,0.1,0.01,0.47,12
2194,0.02,0.25,0.02,0.02,0.36,12
2195,0.01,0.23,0.1,0.01,0.47,12
2196,0.02,0.31,0.2,0.02,0.12,2
2197,0.02,0.35,0.07,0.02,0.22,2
2198,0.02,0.31,0.2,0.02,0.12,2
2199,0.02,0.35,0.07,0.02,0.22,2
2200,0.01,0.75,0.01,0.01,0.02,2
2201,0.02,0.33,0.03,0.02,0.22,2
2202,0.03,0.41,0.06,0.03,0.03,2
2203,0.03,0.47,0.03,0.03,0.04,2
2204,0.03,0.1,0.09,0.03,0.28,12
2205,0.01,0.75,0.01,0.01,0.02,2
2206,0.02,0.33,0.03,0.02,0.22,2
2207,0.03,0.41,0.06,0.03,0.03,2
2208,0.03,0.47,0.03,0.03,0.04,2
2209,0.03,0.1,0.09,0.03,0.28,12
2210,0.02,0.48,0.02,0.1,0.02,2
2211,0.02,0.48,0.02,0.1,0.02,2
2212,0.03,0.21,0.07,0.03,0.26,12
2213,0.03,0.21,0.07,0.03,0.26,12
2214,0.02,0.34,0.02,0.03,0.34,2
2215,0.02,0.62,0.03,0.02,0.02,2
2216,0.02,0.44,0.28,0.02,0.02,2
2217,0.01,0.66,0.05,0.01,0.11,2
2218,0.02,0.48,0.04,0.05,0.05,2
2219,0.01,0.62,0.12,0.01,0.02,2
2220,0.02,0.34,0.02,0.03,0.34,2
2221,0.02,0.62,0.03,0.02,0.02,2
2222,0.02,0.44,0.28,0.02,0.02,2
2223,0.01,0.66,0.05,0.01,0.11,2
2224,0.02,0.48,0.04,0.05,0.05,2
2225,0.01,0.62,0.12,0.01,0.02,2
2226,0.02,0.48,0.11,0.02,0.05,2
2227,0.01,0.81,0.01,0.01,0.04,2
2228,0.02,0.48,0.11,0.02,0.05,2
2229,0.01,0.81,0.01,0.01,0.04,2
2230,0.01,0.28,0.5,0.01,0.02,6
2231,0.01,0.49,0.01,0.01,0.34,2
2232,0.01,0.28,0.5,0.01,0.02,6
2233,0.01,0.49,0.01,0.01,0.34,2
2234,0.02,0.53,0.03,0.04,0.02,2
2235,0.02,0.52,0.02,0.02,0.18,2
2236,0.03,0.43,0.03,0.03,0.03,2
2237,0.02,0.55,0.02,0.04,0.07,2
2238,0.02,0.53,0.03,0.04,0.02,2
2239,0.02,0.52,0.02,0.02,0.18,2
2240,0.03,0.43,0.03,0.03,0.03,2
2241,0.02,0.55,0.02,0.04,0.07,2
2242,0.02,0.68,0.02,0.02,0.02,2
2243,0.03,0.2,0.03,0.03,0.31,12
2244,0.02,0.68,0.02,0.02,0.02,2
2245,0.03,0.2,0.03,0.03,0.31,12
2246,0.02,0.55,0.02,0.02,0.05,2
2247,0.01,0.71,0.1,0.01,0.01,2
2248,0.02,0.51,0.13,0.02,0.02,2
2249,0.01,0.7,0.01,0.01,0.12,2
2250,0.02,0.47,0.03,0.03,0.14,2
2251,0.02,0.58,0.07,0.02,0.04,2
2252,0.02,0.46,0.14,0.04,0.1,2
2253,0.02,0.65,0.02,0.02,0.02,2
2254,0.02,0.25,0.02,0.02,0.31,12
2255,0.01,0.51,0.04,0.01,0.35,2
2256,0.01,0.65,0.03,0.01,0.08,2
2257,0.01,0.71,0.01,0.02,0.03,2
2258,0.01,0.56,0.02,0.03,0.14,2
2259,0.03,0.47,0.03,0.03,0.08,2
2260,0.01,0.86,0.01,0.01,0.02,2
2261,0.01,0.13,0.53,0.01,0.15,6
2262,0.02,0.57,0.02,0.02,0.02,2
2263,0.01,0.77,0.02,0.01,0.01,2
2264,0.02,0.55,0.02,0.02,0.05,2
2265,0.01,0.71,0.1,0.01,0.01,2
2266,0.02,0.51,0.13,0.02,0.02,2
2267,0.01,0.7,0.01,0.01,0.12,2
2268,0.02,0.47,0.03,0.03,0.14,2
2269,0.02,0.58,0.07,0.02,0.04,2
2270,0.02,0.46,0.14,0.04,0.1,2
2271,0.02,0.65,0.02,0.02,0.02,2
2272,0.02,0.25,0.02,0.02,0.31,12
2273,0.01,0.51,0.04,0.01,0.35,2
2274,0.01,0.65,0.03,0.01,0.08,2
2275,0.01,0.71,0.01,0.02,0.03,2
2276,0.01,0.56,0.02,0.03,0.14,2
2277,0.03,0.47,0.03,0.03,0.08,2
2278,0.01,0.86,0.01,0.01,0.02,2
2279,0.01,0.13,0.53,0.01,0.15,6
2280,0.02,0.57,0.02,0.02,0.02,2
2281,0.01,0.77,0.02,0.01,0.01,2
2282,0.01,0.8,0.02,0.01,0.04,2
2283,0.02,0.62,0.03,0.02,0.07,2
2284,0.02,0.66,0.02,0.02,0.02,2
2285,0.02,0.67,0.01,0.02,0.02,2
2286,0.02,0.64,0.02,0.01,0.06,2
2287,0.01,0.81,0.03,0.01,0.01,2
2288,0.02,0.6,0.05,0.02,0.03,2
2289,0.01,0.55,0.2,0.02,0.02,2
2290,0.03,0.37,0.06,0.03,0.04,2
2291,0.01,0.59,0.01,0.14,0.1,2
2292,0.02,0.52,0.05,0.03,0.06,2
2293,0.01,0.59,0.08,0.03,0.07,2
2294,0.03,0.36,0.04,0.03,0.14,2
2295,0.01,0.75,0.02,0.04,0.04,2
2296,0.02,0.58,0.02,0.02,0.06,2
2297,0.02,0.62,0.02,0.02,0.07,2
2298,0.03,0.43,0.03,0.03,0.05,2
2299,0.01,0.82,0.01,0.03,0.05,2
2300,0.01,0.34,0.4,0.02,0.03,6
2301,0.01,0.7,0.07,0.01,0.06,2
2302,0.01,0.44,0.02,0.03,0.29,2
2303,0.02,0.63,0.04,0.02,0.07,2
2304,0.01,0.65,0.03,0.04,0.08,2
2305,0.02,0.4,0.02,0.03,0.23,2
2306,0.03,0.27,0.03,0.03,0.27,2
2307,0.02,0.45,0.04,0.02,0.1,2
2308,0.02,0.55,0.04,0.02,0.03,2
2309,0.02,0.6,0.02,0.02,0.07,2
2310,0.01,0.86,0.01,0.01,0.02,2
2311,0.02,0.46,0.09,0.02,0.13,2
2312,0.03,0.41,0.03,0.03,0.03,2
2313,0.01,0.36,0.47,0.01,0.01,6
2314,0.02,0.56,0.06,0.03,0.03,2
2315,0.02,0.36,0.03,0.04,0.23,2
2316,0.02,0.66,0.02,0.02,0.02,2
2317,0.02,0.6,0.05,0.02,0.03,2
2318,0.01,0.51,0.03,0.03,0.22,2
2319,0.03,0.34,0.09,0.03,0.11,2
2320,0.0,0.76,0.04,0.01,0.12,2
2321,0.02,0.59,0.02,0.03,0.03,2
2322,0.03,0.46,0.03,0.02,0.07,2
2323,0.03,0.44,0.03,0.03,0.03,2
2324,0.01,0.61,0.01,0.01,0.21,2
2325,0.01,0.67,0.03,0.02,0.15,2
2326,0.01,0.42,0.03,0.04,0.29,2
2327,0.01,0.57,0.01,0.04,0.17,2
2328,0.02,0.49,0.02,0.05,0.14,2
2329,0.03,0.46,0.04,0.06,0.03,2
2330,0.02,0.63,0.03,0.02,0.04,2
2331,0.04,0.21,0.04,0.04,0.04,2
2332,0.03,0.2,0.03,0.03,0.24,12
2333,0.03,0.29,0.03,0.03,0.19,2
2334,0.04,0.13,0.04,0.04,0.1,2
2335,0.03,0.08,0.03,0.03,0.4,12
2336,0.03,0.09,0.03,0.03,0.4,12
2337,0.01,0.06,0.67,0.01,0.08,6
2338,0.01,0.32,0.51,0.01,0.05,6
2339,0.03,0.09,0.03,0.03,0.4,12
2340,0.01,0.06,0.67,0.01,0.08,6
2341,0.01,0.32,0.51,0.01,0.05,6
2342,0.02,0.38,0.09,0.02,0.28,2
2343,0.01,0.75,0.04,0.01,0.08,2
2344,0.02,0.55,0.02,0.02,0.03,2
2345,0.01,0.56,0.04,0.01,0.24,2
2346,0.02,0.58,0.06,0.02,0.06,2
2347,0.02,0.55,0.02,0.03,0.13,2
2348,0.02,0.52,0.01,0.02,0.2,2
2349,0.04,0.26,0.04,0.04,0.06,2
2350,0.01,0.72,0.01,0.01,0.02,2
2351,0.02,0.49,0.03,0.03,0.09,2
2352,0.03,0.38,0.02,0.04,0.15,2
2353,0.02,0.28,0.03,0.02,0.28,2
2354,0.02,0.21,0.02,0.02,0.39,12
2355,0.01,0.66,0.01,0.05,0.06,2
2356,0.01,0.39,0.02,0.01,0.41,12
2357,0.02,0.33,0.02,0.01,0.38,12
2358,0.01,0.67,0.1,0.01,0.04,2
2359,0.02,0.38,0.09,0.02,0.28,2
2360,0.01,0.75,0.04,0.01,0.08,2
2361,0.02,0.55,0.02,0.02,0.03,2
2362,0.01,0.56,0.04,0.01,0.24,2
2363,0.02,0.58,0.06,0.02,0.06,2
2364,0.02,0.55,0.02,0.03,0.13,2
2365,0.02,0.52,0.01,0.02,0.2,2
2366,0.04,0.26,0.04,0.04,0.06,2
2367,0.01,0.72,0.01,0.01,0.02,2
2368,0.02,0.49,0.03,0.03,0.09,2
2369,0.03,0.38,0.02,0.04,0.15,2
2370,0.02,0.28,0.03,0.02,0.28,2
2371,0.02,0.21,0.02,0.02,0.39,12
2372,0.01,0.66,0.01,0.05,0.06,2
2373,0.01,0.39,0.02,0.01,0.41,12
2374,0.02,0.33,0.02,0.01,0.38,12
2375,0.01,0.67,0.1,0.01,0.04,2
2376,0.02,0.49,0.02,0.05,0.08,2
2377,0.03,0.47,0.03,0.02,0.06,2
2378,0.02,0.49,0.02,0.05,0.08,2
2379,0.03,0.47,0.03,0.02,0.06,2
2380,0.01,0.65,0.12,0.01,0.05,2
2381,0.02,0.28,0.02,0.03,0.37,12
2382,0.02,0.38,0.02,0.04,0.18,2
2383,0.02,0.33,0.09,0.02,0.26,2
2384,0.01,0.65,0.12,0.01,0.05,2
2385,0.02,0.28,0.02,0.03,0.37,12
2386,0.02,0.38,0.02,0.04,0.18,2
2387,0.02,0.33,0.09,0.02,0.26,2
2388,0.02,0.44,0.28,0.02,0.02,2
2389,0.02,0.63,0.02,0.02,0.03,2
2390,0.01,0.45,0.02,0.34,0.01,2
2391,0.02,0.39,0.05,0.04,0.24,2
2392,0.03,0.29,0.03,0.03,0.19,2
2393,0.02,0.59,0.02,0.02,0.06,2
2394,0.01,0.7,0.03,0.01,0.02,2
2395,0.02,0.52,0.02,0.02,0.15,2
2396,0.01,0.58,0.11,0.01,0.15,2
2397,0.01,0.64,0.01,0.01,0.13,2
2398,0.01,0.43,0.01,0.01,0.41,2
2399,0.02,0.55,0.02,0.02,0.14,2
2400,0.04,0.17,0.04,0.05,0.09,2
2401,0.02,0.43,0.02,0.02,0.13,2
2402,0.02,0.47,0.12,0.02,0.14,2
2403,0.01,0.58,0.01,0.01,0.24,2
2404,0.01,0.69,0.01,0.01,0.01,2
2405,0.01,0.72,0.02,0.01,0.02,2
2406,0.01,0.68,0.02,0.01,0.06,2
2407,0.01,0.56,0.01,0.01,0.28,2
2408,0.02,0.61,0.02,0.02,0.03,2
2409,0.02,0.49,0.02,0.19,0.02,2
2410,0.02,0.47,0.18,0.02,0.09,2
2411,0.01,0.5,0.01,0.22,0.06,2
2412,0.02,0.37,0.02,0.02,0.26,2
2413,0.01,0.67,0.01,0.01,0.12,2
2414,0.03,0.23,0.05,0.04,0.28,12
2415,0.01,0.86,0.01,0.01,0.02,2
2416,0.04,0.19,0.04,0.04,0.1,2
2417,0.03,0.19,0.03,0.03,0.18,2
2418,0.02,0.39,0.02,0.02,0.02,2
2419,0.0,0.79,0.0,0.14,0.02,2
2420,0.01,0.71,0.03,0.01,0.05,2
2421,0.02,0.44,0.28,0.02,0.02,2
2422,0.02,0.63,0.02,0.02,0.03,2
2423,0.01,0.45,0.02,0.34,0.01,2
2424,0.02,0.39,0.05,0.04,0.24,2
2425,0.03,0.29,0.03,0.03,0.19,2
2426,0.02,0.59,0.02,0.02,0.06,2
2427,0.01,0.7,0.03,0.01,0.02,2
2428,0.02,0.52,0.02,0.02,0.15,2
2429,0.01,0.58,0.11,0.01,0.15,2
2430,0.01,0.64,0.01,0.01,0.13,2
2431,0.01,0.43,0.01,0.01,0.41,2
2432,0.02,0.55,0.02,0.02,0.14,2
2433,0.04,0.17,0.04,0.05,0.09,2
2434,0.02,0.43,0.02,0.02,0.13,2
2435,0.02,0.47,0.12,0.02,0.14,2
2436,0.01,0.58,0.01,0.01,0.24,2
2437,0.01,0.69,0.01,0.01,0.01,2
2438,0.01,0.72,0.02,0.01,0.02,2
2439,0.01,0.68,0.02,0.01,0.06,2
2440,0.01,0.56,0.01,0.01,0.28,2
2441,0.02,0.61,0.02,0.02,0.03,2
2442,0.02,0.49,0.02,0.19,0.02,2
2443,0.02,0.47,0.18,0.02,0.09,2
2444,0.01,0.5,0.01,0.22,0.06,2
2445,0.02,0.37,0.02,0.02,0.26,2
2446,0.01,0.67,0.01,0.01,0.12,2
2447,0.03,0.23,0.05,0.04,0.28,12
2448,0.01,0.86,0.01,0.01,0.02,2
2449,0.04,0.19,0.04,0.04,0.1,2
2450,0.03,0.19,0.03,0.03,0.18,2
2451,0.02,0.39,0.02,0.02,0.02,2
2452,0.0,0.79,0.0,0.14,0.02,2
2453,0.01,0.71,0.03,0.01,0.05,2
2454,0.01,0.42,0.03,0.01,0.3,2
2455,0.01,0.44,0.32,0.02,0.04,2
2456,0.01,0.46,0.1,0.04,0.31,2
2457,0.01,0.33,0.01,0.05,0.37,12
2458,0.04,0.28,0.05,0.04,0.06,2
2459,0.01,0.46,0.33,0.01,0.02,2
2460,0.02,0.44,0.03,0.04,0.21,2
2461,0.02,0.42,0.05,0.03,0.25,2
2462,0.02,0.55,0.01,0.01,0.17,2
2463,0.0,0.29,0.01,0.0,0.64,12
2464,0.01,0.42,0.03,0.01,0.3,2
2465,0.01,0.44,0.32,0.02,0.04,2
2466,0.01,0.46,0.1,0.04,0.31,2
2467,0.01,0.33,0.01,0.05,0.37,12
2468,0.04,0.28,0.05,0.04,0.06,2
2469,0.01,0.46,0.33,0.01,0.02,2
2470,0.02,0.44,0.03,0.04,0.21,2
2471,0.02,0.42,0.05,0.03,0.25,2
2472,0.02,0.55,0.01,0.01,0.17,2
2473,0.0,0.29,0.01,0.0,0.64,12
2474,0.01,0.33,0.05,0.3,0.1,2
2475,0.01,0.23,0.06,0.48,0.02,8
2476,0.01,0.33,0.05,0.3,0.1,2
2477,0.01,0.23,0.06,0.48,0.02,8
2478,0.04,0.29,0.03,0.03,0.06,2
2479,0.02,0.37,0.02,0.16,0.1,2
2480,0.01,0.69,0.01,0.03,0.09,2
2481,0.03,0.32,0.12,0.03,0.03,2
2482,0.03,0.23,0.07,0.25,0.03,8
2483,0.01,0.2,0.01,0.01,0.55,12
2484,0.03,0.26,0.05,0.23,0.03,2
2485,0.01,0.31,0.02,0.21,0.26,2
2486,0.02,0.1,0.26,0.22,0.06,6
2487,0.04,0.29,0.03,0.03,0.06,2
2488,0.02,0.37,0.02,0.16,0.1,2
2489,0.01,0.69,0.01,0.03,0.09,2
2490,0.03,0.32,0.12,0.03,0.03,2
2491,0.03,0.23,0.07,0.25,0.03,8
2492,0.01,0.2,0.01,0.01,0.55,12
2493,0.03,0.26,0.05,0.23,0.03,2
2494,0.01,0.31,0.02,0.21,0.26,2
2495,0.02,0.1,0.26,0.22,0.06,6
2496,0.03,0.1,0.03,0.03,0.4,12
2497,0.02,0.31,0.41,0.02,0.02,6
2498,0.03,0.1,0.03,0.03,0.4,12
2499,0.02,0.31,0.41,0.02,0.02,6
2500,0.01,0.76,0.01,0.01,0.09,2
2501,0.01,0.7,0.01,0.02,0.07,2
2502,0.01,0.47,0.01,0.01,0.01,2
2503,0.01,0.76,0.01,0.01,0.09,2
2504,0.01,0.7,0.01,0.02,0.07,2
2505,0.01,0.47,0.01,0.01,0.01,2
2506,0.02,0.33,0.02,0.02,0.3,2
2507,0.03,0.44,0.05,0.03,0.03,2
2508,0.02,0.6,0.07,0.03,0.02,2
2509,0.02,0.5,0.19,0.02,0.02,2
2510,0.02,0.61,0.02,0.02,0.03,2
2511,0.01,0.4,0.38,0.01,0.02,2
2512,0.01,0.71,0.02,0.01,0.03,2
2513,0.01,0.6,0.24,0.01,0.05,2
2514,0.02,0.33,0.02,0.02,0.3,2
2515,0.03,0.44,0.05,0.03,0.03,2
2516,0.02,0.6,0.07,0.03,0.02,2
2517,0.02,0.5,0.19,0.02,0.02,2
2518,0.02,0.61,0.02,0.02,0.03,2
2519,0.01,0.4,0.38,0.01,0.02,2
2520,0.01,0.71,0.02,0.01,0.03,2
2521,0.01,0.6,0.24,0.01,0.05,2
2522,0.01,0.86,0.01,0.01,0.02,2
2523,0.01,0.72,0.16,0.01,0.02,2
2524,0.0,0.74,0.01,0.15,0.03,2
2525,0.02,0.66,0.02,0.02,0.02,2
2526,0.02,0.6,0.05,0.02,0.03,2
2527,0.01,0.58,0.02,0.01,0.18,2
2528,0.01,0.58,0.01,0.01,0.16,2
2529,0.03,0.24,0.03,0.03,0.28,12
2530,0.02,0.49,0.02,0.16,0.05,2
2531,0.02,0.48,0.03,0.1,0.07,2
2532,0.01,0.36,0.02,0.24,0.2,2
2533,0.01,0.3,0.26,0.01,0.19,2
2534,0.01,0.06,0.67,0.01,0.08,6
2535,0.03,0.19,0.03,0.03,0.24,12
2536,0.03,0.18,0.18,0.03,0.05,2
2537,0.01,0.7,0.03,0.01,0.12,2
2538,0.02,0.32,0.13,0.02,0.26,2
2539,0.01,0.11,0.02,0.02,0.62,12
2540,0.02,0.46,0.21,0.04,0.02,2
2541,0.03,0.12,0.03,0.03,0.39,12
2542,0.03,0.24,0.04,0.03,0.24,2
2543,0.02,0.55,0.06,0.02,0.02,2
2544,0.02,0.62,0.07,0.02,0.02,2
2545,0.01,0.26,0.02,0.01,0.5,12
2546,0.02,0.56,0.02,0.06,0.12,2
2547,0.04,0.22,0.04,0.04,0.13,2
2548,0.02,0.49,0.03,0.05,0.03,2
2549,0.01,0.67,0.07,0.04,0.12,2
2550,0.0,0.81,0.0,0.01,0.11,2
2551,0.01,0.64,0.01,0.03,0.22,2
2552,0.01,0.61,0.2,0.01,0.02,2
2553,0.04,0.1,0.04,0.05,0.13,12
2554,0.02,0.47,0.03,0.05,0.16,2
2555,0.01,0.72,0.04,0.06,0.02,2
2556,0.02,0.5,0.02,0.02,0.17,2
2557,0.01,0.76,0.03,0.02,0.01,2
2558,0.03,0.26,0.06,0.08,0.05,2
2559,0.01,0.57,0.18,0.01,0.03,2
2560,0.02,0.53,0.1,0.02,0.05,2
2561,0.01,0.83,0.01,0.01,0.02,2
2562,0.01,0.64,0.02,0.03,0.09,2
2563,0.01,0.71,0.05,0.01,0.03,2
2564,0.02,0.63,0.02,0.02,0.02,2
2565,0.02,0.53,0.09,0.02,0.05,2
2566,0.01,0.77,0.05,0.01,0.01,2
2567,0.01,0.57,0.02,0.2,0.1,2
2568,0.02,0.27,0.02,0.02,0.33,12
2569,0.03,0.33,0.1,0.03,0.04,2
2570,0.02,0.23,0.02,0.02,0.4,12
2571,0.03,0.38,0.05,0.03,0.04,2
2572,0.01,0.59,0.07,0.02,0.08,2
2573,0.01,0.39,0.01,0.01,0.48,12
2574,0.01,0.72,0.02,0.02,0.03,2
2575,0.02,0.66,0.02,0.06,0.02,2
2576,0.02,0.26,0.02,0.02,0.39,12
2577,0.01,0.59,0.17,0.01,0.01,2
2578,0.02,0.57,0.07,0.02,0.02,2
2579,0.02,0.31,0.04,0.02,0.35,12
2580,0.01,0.7,0.02,0.02,0.06,2
2581,0.01,0.72,0.01,0.01,0.09,2
2582,0.03,0.33,0.03,0.03,0.14,2
2583,0.01,0.53,0.06,0.01,0.22,2
2584,0.01,0.54,0.22,0.01,0.02,2
2585,0.01,0.72,0.02,0.01,0.01,2
2586,0.02,0.64,0.02,0.02,0.02,2
2587,0.02,0.65,0.04,0.02,0.02,2
2588,0.01,0.26,0.02,0.02,0.47,12
2589,0.02,0.51,0.03,0.03,0.05,2
2590,0.01,0.77,0.01,0.01,0.04,2
2591,0.02,0.63,0.03,0.02,0.06,2
2592,0.02,0.53,0.02,0.02,0.11,2
2593,0.01,0.52,0.01,0.01,0.27,2
2594,0.03,0.27,0.05,0.03,0.15,2
2595,0.02,0.49,0.09,0.02,0.13,2
2596,0.01,0.57,0.01,0.01,0.29,2
2597,0.02,0.11,0.02,0.02,0.54,12
2598,0.01,0.7,0.01,0.01,0.09,2
2599,0.01,0.58,0.12,0.02,0.05,2
2600,0.02,0.56,0.02,0.02,0.15,2
2601,0.01,0.52,0.01,0.01,0.3,2
2602,0.01,0.67,0.01,0.01,0.11,2
2603,0.01,0.72,0.02,0.02,0.09,2
2604,0.01,0.55,0.01,0.01,0.19,2
2605,0.03,0.33,0.16,0.03,0.04,2
2606,0.01,0.66,0.01,0.01,0.22,2
2607,0.02,0.65,0.02,0.02,0.03,2
2608,0.01,0.62,0.01,0.01,0.16,2
2609,0.02,0.4,0.2,0.03,0.04,2
2610,0.02,0.41,0.02,0.02,0.28,2
2611,0.01,0.56,0.01,0.01,0.21,2
2612,0.01,0.44,0.03,0.03,0.41,2
2613,0.02,0.51,0.02,0.02,0.16,2
2614,0.03,0.2,0.03,0.03,0.29,12
2615,0.01,0.75,0.02,0.01,0.08,2
2616,0.03,0.37,0.03,0.03,0.12,2
2617,0.02,0.46,0.02,0.02,0.15,2
2618,0.01,0.74,0.02,0.01,0.07,2
2619,0.03,0.22,0.03,0.03,0.3,12
2620,0.03,0.39,0.03,0.05,0.12,2
2621,0.02,0.45,0.08,0.02,0.11,2
2622,0.02,0.54,0.06,0.02,0.04,2
2623,0.03,0.12,0.04,0.04,0.26,12
2624,0.01,0.73,0.02,0.01,0.04,2
2625,0.02,0.4,0.14,0.03,0.06,2
2626,0.02,0.25,0.03,0.03,0.3,12
2627,0.04,0.05,0.03,0.04,0.32,12
2628,0.01,0.31,0.01,0.01,0.46,12
2629,0.04,0.25,0.05,0.04,0.04,2
2630,0.01,0.47,0.02,0.3,0.02,2
2631,0.01,0.67,0.03,0.05,0.01,2
2632,0.01,0.66,0.02,0.02,0.09,2
2633,0.02,0.57,0.03,0.02,0.03,2
2634,0.02,0.71,0.02,0.02,0.02,2
2635,0.02,0.52,0.02,0.02,0.19,2
2636,0.01,0.62,0.15,0.05,0.04,2
2637,0.01,0.71,0.01,0.03,0.02,2
2638,0.02,0.42,0.02,0.02,0.17,2
2639,0.04,0.19,0.04,0.05,0.06,2
2640,0.01,0.73,0.01,0.01,0.12,2
2641,0.01,0.57,0.2,0.01,0.11,2
2642,0.02,0.54,0.03,0.03,0.03,2
2643,0.02,0.57,0.06,0.08,0.02,2
2644,0.03,0.46,0.06,0.04,0.03,2
2645,0.02,0.42,0.02,0.02,0.26,2
2646,0.03,0.46,0.08,0.03,0.03,2
2647,0.03,0.26,0.16,0.03,0.04,2
2648,0.02,0.61,0.02,0.02,0.11,2
2649,0.02,0.57,0.02,0.02,0.1,2
2650,0.02,0.55,0.1,0.03,0.03,2
2651,0.03,0.27,0.04,0.03,0.25,2
2652,0.02,0.42,0.25,0.02,0.01,2
2653,0.01,0.51,0.04,0.02,0.22,2
2654,0.03,0.43,0.03,0.07,0.04,2
2655,0.03,0.33,0.15,0.03,0.03,2
2656,0.01,0.74,0.02,0.01,0.01,2
2657,0.02,0.65,0.02,0.02,0.04,2
2658,0.04,0.25,0.04,0.04,0.04,2
2659,0.02,0.54,0.02,0.03,0.11,2
2660,0.01,0.8,0.02,0.01,0.01,2
2661,0.02,0.57,0.03,0.02,0.06,2
2662,0.01,0.72,0.01,0.01,0.02,2
2663,0.03,0.38,0.03,0.03,0.04,2
2664,0.02,0.58,0.02,0.02,0.03,2
2665,0.01,0.8,0.02,0.02,0.01,2
2666,0.02,0.57,0.11,0.02,0.02,2
2667,0.05,0.12,0.05,0.05,0.07,2
2668,0.02,0.46,0.02,0.02,0.2,2
2669,0.03,0.36,0.04,0.04,0.06,2
2670,0.02,0.39,0.04,0.19,0.04,2
2671,0.03,0.29,0.04,0.04,0.09,2
2672,0.01,0.78,0.01,0.02,0.01,2
2673,0.02,0.58,0.02,0.02,0.02,2
2674,0.01,0.71,0.04,0.05,0.03,2
2675,0.01,0.69,0.05,0.05,0.01,2
2676,0.03,0.32,0.06,0.07,0.06,2
2677,0.02,0.59,0.02,0.02,0.04,2
2678,0.01,0.76,0.01,0.02,0.01,2
2679,0.01,0.67,0.02,0.02,0.07,2
2680,0.01,0.78,0.01,0.02,0.02,2
2681,0.01,0.82,0.01,0.01,0.01,2
2682,0.02,0.51,0.02,0.04,0.08,2
2683,0.02,0.6,0.02,0.02,0.08,2
2684,0.03,0.4,0.06,0.04,0.03,2
2685,0.02,0.56,0.06,0.02,0.02,2
2686,0.02,0.32,0.25,0.03,0.03,2
2687,0.02,0.61,0.02,0.02,0.03,2
2688,0.01,0.28,0.02,0.02,0.47,12
2689,0.01,0.54,0.19,0.01,0.09,2
2690,0.01,0.67,0.01,0.01,0.21,2
2691,0.01,0.5,0.02,0.01,0.25,2
2692,0.03,0.38,0.03,0.03,0.14,2
2693,0.01,0.67,0.02,0.05,0.03,2
2694,0.05,0.1,0.05,0.05,0.05,2
2695,0.03,0.3,0.03,0.03,0.19,2
2696,0.01,0.78,0.01,0.02,0.01,2
2697,0.02,0.11,0.02,0.02,0.48,12
2698,0.01,0.37,0.01,0.02,0.39,12
2699,0.02,0.51,0.12,0.02,0.02,2
2700,0.02,0.42,0.25,0.02,0.02,2
2701,0.01,0.74,0.02,0.01,0.02,2
2702,0.01,0.13,0.01,0.01,0.74,12
2703,0.02,0.27,0.03,0.02,0.32,12
2704,0.02,0.59,0.02,0.04,0.07,2
2705,0.02,0.29,0.03,0.02,0.3,12
2706,0.02,0.59,0.02,0.02,0.02,2
2707,0.01,0.58,0.01,0.01,0.29,2
2708,0.02,0.53,0.02,0.02,0.14,2
2709,0.01,0.24,0.02,0.02,0.5,12
2710,0.02,0.64,0.02,0.02,0.03,2
2711,0.02,0.65,0.05,0.02,0.02,2
2712,0.02,0.25,0.03,0.02,0.33,12
2713,0.01,0.83,0.01,0.01,0.01,2
2714,0.04,0.31,0.04,0.04,0.04,2
2715,0.02,0.62,0.02,0.02,0.04,2
2716,0.03,0.4,0.03,0.03,0.05,2
2717,0.02,0.59,0.03,0.03,0.02,2
2718,0.02,0.48,0.03,0.06,0.09,2
2719,0.01,0.6,0.01,0.02,0.02,2
2720,0.03,0.34,0.03,0.03,0.07,2
2721,0.01,0.46,0.01,0.01,0.01,2
2722,0.01,0.48,0.33,0.01,0.04,2
2723,0.02,0.59,0.02,0.04,0.07,2
2724,0.02,0.29,0.03,0.02,0.3,12
2725,0.02,0.59,0.02,0.02,0.02,2
2726,0.01,0.58,0.01,0.01,0.29,2
2727,0.02,0.53,0.02,0.02,0.14,2
2728,0.01,0.24,0.02,0.02,0.5,12
2729,0.02,0.64,0.02,0.02,0.03,2
2730,0.02,0.65,0.05,0.02,0.02,2
2731,0.02,0.25,0.03,0.02,0.33,12
2732,0.01,0.83,0.01,0.01,0.01,2
2733,0.04,0.31,0.04,0.04,0.04,2
2734,0.02,0.62,0.02,0.02,0.04,2
2735,0.03,0.4,0.03,0.03,0.05,2
2736,0.02,0.59,0.03,0.03,0.02,2
2737,0.02,0.48,0.03,0.06,0.09,2
2738,0.01,0.6,0.01,0.02,0.02,2
2739,0.03,0.34,0.03,0.03,0.07,2
2740,0.01,0.46,0.01,0.01,0.01,2
2741,0.01,0.48,0.33,0.01,0.04,2
2742,0.03,0.36,0.03,0.06,0.04,2
