Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
14677,0.03,0.09,0.05,0.02,0.02,0.02,0.11,0.05,0.02,0.04,0.02,0.06,0.05,0.05,0.24,0.04,0.02,0.06,0.02
14678,0.02,0.05,0.07,0.03,0.02,0.02,0.06,0.02,0.02,0.03,0.02,0.03,0.24,0.03,0.22,0.02,0.05,0.02,0.02
14679,0.04,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.31,0.03,0.06,0.03,0.03,0.03,0.03
14680,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.1,0.05,0.05,0.05,0.07,0.06,0.04
14681,0.06,0.03,0.02,0.03,0.06,0.03,0.17,0.05,0.02,0.02,0.02,0.03,0.18,0.02,0.05,0.05,0.03,0.02,0.09
14682,0.03,0.04,0.12,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.29,0.07,0.03,0.03,0.03,0.04,0.03
14683,0.1,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.05,0.04,0.05,0.05,0.08,0.04
14684,0.03,0.09,0.03,0.09,0.03,0.04,0.05,0.04,0.04,0.05,0.03,0.04,0.19,0.03,0.06,0.04,0.05,0.04,0.03
14685,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.33,0.04,0.04,0.04,0.04,0.04,0.04
14686,0.03,0.02,0.02,0.02,0.01,0.01,0.13,0.01,0.01,0.02,0.02,0.04,0.42,0.02,0.12,0.03,0.02,0.02,0.03
14687,0.04,0.05,0.04,0.04,0.04,0.04,0.06,0.09,0.04,0.04,0.04,0.04,0.13,0.04,0.1,0.04,0.05,0.04,0.04
14688,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05
14689,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.04,0.05,0.04,0.04
14690,0.06,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.1,0.16,0.04,0.03,0.05,0.04,0.06,0.04
14691,0.02,0.11,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.02,0.54,0.01,0.04,0.01,0.06,0.01,0.03
14692,0.04,0.13,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.21,0.03,0.07,0.03,0.03,0.09,0.05,0.04
14693,0.04,0.07,0.03,0.03,0.03,0.03,0.08,0.11,0.04,0.11,0.03,0.04,0.12,0.03,0.06,0.03,0.04,0.03,0.03
14694,0.03,0.09,0.1,0.03,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.07,0.28,0.02,0.07,0.04,0.04,0.05,0.02
14695,0.02,0.26,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.41,0.08,0.02,0.02,0.02,0.01,0.03
14696,0.02,0.03,0.08,0.02,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.03,0.4,0.04,0.03,0.02,0.02,0.02,0.08
14697,0.04,0.04,0.04,0.06,0.04,0.04,0.12,0.04,0.04,0.08,0.04,0.04,0.04,0.08,0.12,0.06,0.04,0.04,0.04
14698,0.02,0.12,0.02,0.02,0.02,0.02,0.06,0.03,0.03,0.02,0.02,0.03,0.39,0.02,0.07,0.02,0.03,0.02,0.02
14699,0.04,0.05,0.09,0.03,0.03,0.03,0.04,0.06,0.03,0.03,0.03,0.03,0.14,0.03,0.18,0.03,0.05,0.03,0.04
14700,0.02,0.05,0.02,0.01,0.02,0.01,0.12,0.03,0.02,0.02,0.01,0.03,0.32,0.02,0.07,0.17,0.01,0.01,0.04
14701,0.03,0.2,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.05,0.01,0.03,0.31,0.01,0.06,0.03,0.03,0.02,0.08
14702,0.03,0.09,0.12,0.12,0.03,0.05,0.08,0.05,0.03,0.06,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.09
14703,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.19,0.04,0.13,0.04,0.04,0.06,0.04
14704,0.08,0.03,0.13,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.2,0.06,0.03,0.03,0.03,0.03,0.07
14705,0.01,0.33,0.02,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.05,0.31,0.03,0.03,0.01,0.05,0.01,0.01
14706,0.06,0.15,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.05,0.04,0.11,0.04,0.09,0.04,0.07
14707,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.04,0.26,0.04,0.06,0.04,0.03,0.03,0.08
14708,0.01,0.16,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.04,0.47,0.01,0.03,0.01,0.09,0.01,0.01
14709,0.02,0.36,0.06,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.03,0.06,0.1,0.03,0.04,0.02,0.02
14710,0.03,0.15,0.03,0.02,0.02,0.03,0.13,0.02,0.03,0.03,0.03,0.13,0.06,0.03,0.15,0.02,0.04,0.03,0.02
14711,0.05,0.32,0.1,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.01,0.02,0.18,0.03,0.02,0.03,0.05,0.01,0.04
14712,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.06,0.57,0.03,0.05,0.01,0.02,0.01,0.07
14713,0.03,0.1,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.36,0.04,0.04,0.03,0.03,0.03,0.03
14714,0.03,0.09,0.02,0.02,0.02,0.03,0.09,0.02,0.03,0.02,0.03,0.03,0.3,0.03,0.04,0.02,0.09,0.02,0.05
14715,0.02,0.27,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.17,0.02,0.16,0.04,0.04,0.02,0.04
14716,0.08,0.03,0.04,0.03,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.05,0.2,0.04,0.03,0.1,0.04,0.04,0.03
14717,0.03,0.2,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.07,0.06,0.17,0.05,0.05,0.03,0.03
14718,0.09,0.1,0.01,0.01,0.02,0.01,0.06,0.01,0.03,0.02,0.02,0.02,0.44,0.02,0.01,0.08,0.02,0.02,0.02
14719,0.04,0.3,0.13,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.05,0.19,0.01,0.03,0.02,0.02,0.02,0.05
14720,0.11,0.04,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.13,0.03,0.13,0.06,0.03,0.03,0.1,0.03,0.03
14721,0.03,0.1,0.01,0.03,0.02,0.02,0.07,0.01,0.01,0.01,0.01,0.03,0.26,0.01,0.01,0.22,0.11,0.01,0.01
14722,0.02,0.02,0.02,0.02,0.02,0.03,0.11,0.02,0.02,0.02,0.04,0.03,0.4,0.02,0.09,0.02,0.02,0.02,0.02
14723,0.07,0.03,0.06,0.07,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.21,0.05,0.04,0.05,0.03
14724,0.02,0.14,0.05,0.01,0.01,0.01,0.14,0.02,0.05,0.04,0.01,0.04,0.24,0.05,0.01,0.02,0.11,0.01,0.01
14725,0.05,0.1,0.02,0.02,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.07,0.08,0.13,0.01,0.02
14726,0.04,0.17,0.05,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.49,0.02,0.02,0.02,0.03,0.02,0.01
14727,0.01,0.61,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.11,0.02,0.01,0.01,0.01
14728,0.25,0.09,0.07,0.01,0.03,0.01,0.05,0.01,0.01,0.05,0.01,0.04,0.24,0.02,0.01,0.04,0.02,0.01,0.01
14729,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.03,0.39,0.02,0.11,0.06,0.02,0.02,0.02
14730,0.12,0.17,0.03,0.03,0.02,0.03,0.14,0.02,0.05,0.02,0.02,0.03,0.11,0.03,0.02,0.02,0.03,0.02,0.08
14731,0.04,0.37,0.01,0.08,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.16,0.04,0.11,0.02,0.03,0.02,0.03
14732,0.02,0.43,0.02,0.01,0.01,0.01,0.14,0.01,0.01,0.02,0.03,0.02,0.11,0.01,0.06,0.01,0.02,0.01,0.04
14733,0.03,0.18,0.06,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.04,0.08,0.14,0.03,0.04,0.03,0.03
14734,0.08,0.07,0.04,0.02,0.01,0.03,0.1,0.03,0.01,0.04,0.01,0.04,0.26,0.02,0.06,0.01,0.12,0.01,0.03
14735,0.04,0.24,0.04,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.02,0.05,0.25,0.17,0.03,0.02,0.01,0.01
14736,0.03,0.27,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.13,0.03,0.05,0.03,0.03
14737,0.03,0.04,0.03,0.13,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.3,0.03,0.03,0.03,0.06,0.03,0.03
14738,0.03,0.04,0.08,0.07,0.03,0.03,0.05,0.02,0.03,0.1,0.03,0.03,0.06,0.28,0.02,0.03,0.03,0.03,0.02
14739,0.02,0.26,0.03,0.02,0.01,0.01,0.08,0.03,0.01,0.01,0.04,0.09,0.31,0.01,0.02,0.01,0.01,0.01,0.01
14740,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.04,0.35,0.03,0.06,0.03,0.1,0.03,0.03
14741,0.04,0.03,0.06,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.39,0.02,0.07,0.05,0.02,0.02,0.03
14742,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.37,0.07,0.03,0.03,0.03,0.04,0.03
14743,0.01,0.38,0.02,0.01,0.01,0.01,0.08,0.01,0.01,0.05,0.02,0.04,0.13,0.05,0.02,0.02,0.04,0.04,0.02
14744,0.07,0.43,0.01,0.01,0.0,0.0,0.02,0.01,0.0,0.12,0.0,0.01,0.23,0.01,0.02,0.01,0.02,0.0,0.01
14745,0.02,0.18,0.04,0.02,0.02,0.01,0.06,0.01,0.01,0.02,0.02,0.07,0.16,0.18,0.07,0.02,0.06,0.01,0.01
14746,0.03,0.03,0.08,0.04,0.04,0.03,0.06,0.03,0.03,0.07,0.03,0.05,0.21,0.04,0.06,0.03,0.04,0.03,0.05
14747,0.04,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.29,0.06,0.09,0.03,0.03,0.03,0.03
14748,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.45,0.02,0.06,0.02,0.05,0.02,0.04
14749,0.03,0.13,0.14,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.07,0.03,0.1,0.03,0.03,0.03,0.07
14750,0.03,0.03,0.03,0.03,0.02,0.02,0.08,0.02,0.02,0.03,0.03,0.04,0.39,0.02,0.1,0.03,0.03,0.02,0.02
14751,0.02,0.03,0.05,0.02,0.01,0.01,0.11,0.03,0.01,0.02,0.01,0.18,0.18,0.05,0.11,0.04,0.03,0.02,0.05
14752,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.38,0.03,0.04,0.03,0.03,0.03,0.03
14753,0.04,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.03,0.03,0.17,0.03,0.07,0.04,0.03,0.03,0.06
14754,0.03,0.06,0.03,0.03,0.03,0.03,0.14,0.04,0.03,0.06,0.03,0.03,0.18,0.04,0.06,0.03,0.05,0.04,0.04
14755,0.09,0.03,0.08,0.03,0.02,0.02,0.11,0.02,0.02,0.02,0.03,0.03,0.28,0.03,0.04,0.02,0.03,0.02,0.06
14756,0.04,0.03,0.04,0.02,0.02,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.46,0.06,0.05,0.02,0.02,0.02,0.04
14757,0.03,0.04,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.04,0.03,0.05,0.19,0.03,0.04,0.12,0.03,0.03,0.12
14758,0.22,0.08,0.05,0.01,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.01,0.19,0.05,0.02,0.01,0.16,0.01,0.08
14759,0.08,0.06,0.04,0.01,0.02,0.02,0.13,0.02,0.03,0.05,0.02,0.02,0.27,0.02,0.02,0.05,0.04,0.02,0.09
14760,0.03,0.09,0.03,0.04,0.03,0.03,0.05,0.04,0.09,0.02,0.02,0.04,0.28,0.09,0.04,0.03,0.03,0.02,0.02
14761,0.02,0.01,0.05,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.05,0.01,0.38,0.02,0.17,0.04,0.02,0.03,0.01
14762,0.02,0.06,0.17,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.11,0.13,0.09,0.02,0.04,0.02,0.03
14763,0.09,0.04,0.12,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.06,0.09,0.07,0.05,0.02,0.03,0.03,0.06,0.02
14764,0.02,0.05,0.04,0.01,0.03,0.01,0.14,0.01,0.02,0.01,0.01,0.07,0.32,0.02,0.08,0.02,0.03,0.02,0.08
14765,0.02,0.27,0.02,0.03,0.03,0.02,0.06,0.02,0.02,0.02,0.02,0.03,0.14,0.02,0.17,0.02,0.03,0.02,0.02
14766,0.11,0.08,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.11,0.04,0.08,0.04,0.04,0.04,0.04
14767,0.02,0.09,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.42,0.02,0.1,0.02,0.02,0.04,0.02
14768,0.04,0.22,0.04,0.02,0.04,0.02,0.09,0.02,0.02,0.03,0.02,0.03,0.04,0.02,0.26,0.02,0.03,0.02,0.02
14769,0.03,0.04,0.08,0.03,0.06,0.03,0.05,0.03,0.03,0.11,0.03,0.07,0.08,0.03,0.11,0.08,0.03,0.03,0.03
14770,0.01,0.2,0.07,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.49,0.01,0.02,0.01,0.04,0.01,0.01
14771,0.03,0.3,0.04,0.04,0.02,0.01,0.04,0.01,0.01,0.02,0.01,0.02,0.21,0.01,0.15,0.02,0.02,0.01,0.02
14772,0.04,0.22,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.13,0.03,0.06,0.04,0.03,0.04,0.03
14773,0.02,0.27,0.01,0.07,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.02,0.23,0.12,0.11,0.01,0.02,0.01,0.01
14774,0.02,0.66,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.02
14775,0.03,0.15,0.07,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.11,0.13,0.03,0.04,0.03,0.04
14776,0.02,0.16,0.02,0.02,0.02,0.02,0.07,0.04,0.02,0.02,0.02,0.02,0.37,0.02,0.1,0.02,0.02,0.02,0.02
14777,0.03,0.15,0.15,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.06,0.03,0.09,0.07,0.09,0.03,0.03,0.04,0.03
14778,0.39,0.03,0.01,0.03,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.01,0.27,0.02,0.05,0.01,0.01,0.01,0.05
14779,0.02,0.02,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.02,0.01,0.01
14780,0.04,0.11,0.03,0.04,0.02,0.02,0.03,0.02,0.02,0.07,0.04,0.03,0.25,0.06,0.09,0.02,0.05,0.02,0.02
14781,0.01,0.18,0.03,0.01,0.01,0.01,0.08,0.01,0.02,0.03,0.02,0.03,0.25,0.02,0.13,0.05,0.01,0.01,0.06
14782,0.02,0.31,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.23,0.05,0.03,0.02,0.06,0.02,0.02
14783,0.01,0.22,0.01,0.02,0.01,0.01,0.12,0.01,0.01,0.02,0.01,0.03,0.14,0.07,0.25,0.01,0.02,0.01,0.02
14784,0.01,0.32,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.01,0.32,0.04,0.16,0.02,0.01,0.0,0.01
14785,0.02,0.14,0.02,0.03,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.03,0.13,0.18,0.13,0.02,0.02,0.06,0.03
14786,0.03,0.03,0.14,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.08,0.33,0.02,0.1,0.02,0.04,0.02,0.02
14787,0.03,0.03,0.02,0.05,0.03,0.03,0.09,0.04,0.03,0.03,0.03,0.08,0.33,0.03,0.02,0.03,0.03,0.03,0.03
14788,0.02,0.01,0.01,0.05,0.01,0.02,0.07,0.02,0.01,0.01,0.03,0.02,0.5,0.03,0.13,0.02,0.01,0.01,0.01
14789,0.03,0.03,0.02,0.03,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.03,0.43,0.02,0.11,0.03,0.03,0.03,0.02
14790,0.01,0.04,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.72,0.02,0.01,0.01,0.02,0.01,0.01
14791,0.03,0.25,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.38,0.02,0.02,0.02,0.02,0.02,0.02
14792,0.03,0.15,0.05,0.03,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.28,0.03,0.13,0.02,0.03,0.02,0.03
14793,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.3,0.03,0.06,0.07,0.03,0.03,0.06
14794,0.03,0.03,0.07,0.03,0.03,0.03,0.08,0.03,0.03,0.04,0.03,0.05,0.24,0.03,0.07,0.03,0.03,0.03,0.07
14795,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.37,0.07,0.03,0.03,0.03,0.03,0.03
14796,0.03,0.09,0.03,0.06,0.03,0.03,0.08,0.03,0.03,0.03,0.05,0.03,0.19,0.03,0.06,0.03,0.09,0.03,0.07
14797,0.14,0.12,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.18,0.02,0.02,0.08,0.13,0.02,0.02
14798,0.02,0.03,0.03,0.02,0.02,0.02,0.15,0.05,0.05,0.05,0.02,0.02,0.16,0.02,0.13,0.09,0.02,0.02,0.07
14799,0.03,0.03,0.07,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.35,0.03,0.06,0.06,0.03,0.03,0.03
14800,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.33,0.13,0.12,0.02,0.23,0.01,0.02
14801,0.02,0.11,0.11,0.02,0.02,0.02,0.05,0.04,0.02,0.03,0.02,0.02,0.08,0.16,0.08,0.02,0.13,0.02,0.03
14802,0.01,0.28,0.09,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.06,0.14,0.2,0.01,0.03,0.01,0.01
14803,0.01,0.3,0.09,0.03,0.01,0.01,0.04,0.01,0.01,0.05,0.03,0.09,0.03,0.04,0.17,0.01,0.08,0.01,0.01
14804,0.01,0.18,0.08,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.04,0.08,0.14,0.28,0.01,0.03,0.01,0.01
14805,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.15,0.04,0.08,0.04,0.08,0.04,0.08
14806,0.07,0.04,0.05,0.02,0.03,0.02,0.09,0.02,0.03,0.08,0.02,0.17,0.16,0.03,0.02,0.02,0.05,0.02,0.04
14807,0.03,0.17,0.06,0.06,0.03,0.04,0.06,0.03,0.03,0.09,0.03,0.03,0.03,0.16,0.05,0.03,0.03,0.03,0.03
14808,0.03,0.05,0.03,0.07,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.18,0.07,0.16,0.03,0.05,0.03,0.03
14809,0.02,0.07,0.1,0.09,0.02,0.02,0.03,0.05,0.02,0.05,0.02,0.03,0.11,0.05,0.1,0.02,0.13,0.02,0.03
14810,0.12,0.02,0.1,0.07,0.02,0.02,0.04,0.02,0.02,0.03,0.04,0.02,0.27,0.02,0.06,0.04,0.05,0.02,0.02
14811,0.03,0.04,0.06,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.06,0.16,0.25,0.03,0.04,0.03,0.03,0.02,0.05
14812,0.03,0.17,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.29,0.05,0.1,0.03,0.02,0.02,0.02
14813,0.1,0.07,0.18,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.03,0.06,0.16,0.02,0.02,0.03,0.02,0.02,0.09
14814,0.03,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.58,0.02,0.05,0.02,0.02,0.02,0.02
14815,0.03,0.13,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.1,0.21,0.03,0.03,0.04,0.03,0.03
14816,0.09,0.09,0.09,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.28,0.03,0.07,0.02,0.05,0.02,0.06
14817,0.03,0.17,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.26,0.03,0.04,0.05,0.03,0.03,0.03
14818,0.04,0.04,0.06,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.04,0.33,0.03,0.03,0.03,0.04,0.03,0.03
14819,0.03,0.03,0.09,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.05,0.04,0.11,0.03,0.03,0.15,0.03,0.09,0.03
14820,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.35,0.03,0.11,0.04,0.03,0.03,0.03
14821,0.07,0.4,0.05,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.07,0.02,0.03,0.02,0.06
14822,0.06,0.03,0.09,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.31,0.07,0.03,0.03,0.03,0.03,0.04
14823,0.02,0.07,0.06,0.01,0.02,0.01,0.16,0.03,0.01,0.02,0.03,0.02,0.28,0.08,0.01,0.03,0.02,0.01,0.1
14824,0.07,0.31,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.11,0.01,0.01,0.03
14825,0.1,0.07,0.07,0.02,0.02,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.42,0.05,0.01,0.03,0.03,0.01,0.02
14826,0.41,0.12,0.03,0.0,0.0,0.01,0.01,0.01,0.01,0.06,0.0,0.05,0.18,0.04,0.01,0.03,0.02,0.01,0.01
14827,0.01,0.35,0.03,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0.39,0.01,0.01,0.01,0.03,0.01,0.01
14828,0.03,0.13,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.21,0.1,0.07,0.03,0.03,0.04,0.03
14829,0.04,0.05,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.2,0.11,0.09,0.03,0.04,0.03,0.04
14830,0.03,0.04,0.03,0.04,0.07,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.15,0.15,0.03,0.03,0.04,0.03,0.1
14831,0.06,0.15,0.02,0.02,0.02,0.02,0.07,0.03,0.02,0.03,0.02,0.05,0.26,0.03,0.04,0.04,0.02,0.02,0.11
14832,0.04,0.27,0.04,0.02,0.01,0.01,0.12,0.02,0.01,0.03,0.01,0.02,0.2,0.02,0.02,0.02,0.06,0.03,0.04
14833,0.03,0.12,0.05,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.11,0.19,0.03,0.04,0.03,0.03
14834,0.03,0.04,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.1,0.11,0.2,0.03,0.04,0.03,0.03
14835,0.05,0.04,0.06,0.04,0.02,0.02,0.13,0.02,0.02,0.02,0.02,0.12,0.2,0.02,0.08,0.03,0.04,0.02,0.03
14836,0.03,0.07,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.32,0.03,0.11,0.03,0.03,0.03,0.03,0.03
14837,0.02,0.03,0.06,0.05,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.05,0.36,0.01,0.12,0.04,0.02,0.01,0.04
14838,0.03,0.25,0.15,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.06,0.14,0.03,0.06,0.02,0.03,0.02,0.02
14839,0.07,0.28,0.01,0.01,0.01,0.01,0.06,0.01,0.05,0.06,0.01,0.01,0.31,0.01,0.04,0.01,0.03,0.01,0.03
14840,0.01,0.11,0.03,0.03,0.03,0.02,0.07,0.01,0.01,0.12,0.02,0.01,0.22,0.08,0.03,0.03,0.14,0.01,0.03
14841,0.03,0.07,0.15,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.15,0.07,0.03,0.03,0.04,0.03,0.07
14842,0.04,0.09,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.03,0.03,0.04,0.22,0.07,0.06,0.04,0.04,0.04,0.03
14843,0.08,0.04,0.04,0.03,0.03,0.03,0.15,0.04,0.03,0.03,0.03,0.04,0.2,0.03,0.03,0.04,0.05,0.03,0.05
14844,0.03,0.08,0.06,0.16,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.09,0.09,0.08,0.03,0.05,0.03,0.03
14845,0.11,0.07,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.08,0.03,0.03,0.2,0.06,0.03,0.08,0.03,0.03,0.03
14846,0.02,0.03,0.06,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.26,0.03,0.13,0.03,0.04,0.03,0.03
14847,0.04,0.05,0.03,0.06,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.26,0.06,0.11,0.04,0.04,0.03,0.03
14848,0.05,0.11,0.02,0.16,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.06,0.03,0.02,0.19,0.04,0.04,0.02,0.03
14849,0.05,0.04,0.06,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.2,0.12,0.03,0.04,0.03,0.04
14850,0.03,0.09,0.07,0.05,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.05,0.14,0.08,0.08,0.03,0.03,0.03
14851,0.01,0.12,0.04,0.02,0.03,0.01,0.08,0.01,0.03,0.01,0.01,0.03,0.27,0.05,0.09,0.08,0.03,0.02,0.04
