num_topics_Total,alpha,beta,topicoAct,words
15,"[0.18931411 0.08913686 0.12961556 0.04965073 0.08263943 0.02968854
 0.02537468 0.12261582 0.17897981 0.0884527  0.10548647 0.06375133
 0.08590756 0.08242696 0.09509064]",[0.05643436 0.15215564 0.1592699  ... 0.0533445  0.05334179 0.05333945],13,"(13, '0.124*""updat"" + 0.045*""program"" + 0.027*""file"" + 0.021*""error"" + 0.020*""download"" + 0.020*""tri"" + 0.016*""softwar"" + 0.016*""time"" + 0.014*""work"" + 0.013*""fix""')"
15,"[0.18931411 0.08913686 0.12961556 0.04965073 0.08263943 0.02968854
 0.02537468 0.12261582 0.17897981 0.0884527  0.10548647 0.06375133
 0.08590756 0.08242696 0.09509064]",[0.05643436 0.15215564 0.1592699  ... 0.0533445  0.05334179 0.05333945],14,"(14, '0.128*""state"" + 0.045*""file"" + 0.032*""includ"" + 0.029*""feder"" + 0.025*""pay"" + 0.024*""version"" + 0.024*""free"" + 0.019*""charg"" + 0.018*""one"" + 0.018*""softwar""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],0,"(0, '0.032*""form"" + 0.029*""softwar"" + 0.021*""tax"" + 0.018*""ir"" + 0.016*""support"" + 0.015*""question"" + 0.015*""help"" + 0.011*""ask"" + 0.011*""r"" + 0.010*""get""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],1,"(1, '0.089*""softwar"" + 0.089*""block"" + 0.079*""r"" + 0.020*""tax"" + 0.017*""activ"" + 0.012*""cannot"" + 0.012*""report"" + 0.011*""incom"" + 0.011*""use"" + 0.009*""support""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],2,"(2, '0.031*""tax"" + 0.024*""program"" + 0.022*""year"" + 0.019*""deduct"" + 0.018*""taxcut"" + 0.015*""incom"" + 0.015*""enter"" + 0.015*""calcul"" + 0.013*""amount"" + 0.012*""use""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],3,"(3, '0.193*""state"" + 0.070*""file"" + 0.042*""feder"" + 0.035*""includ"" + 0.031*""free"" + 0.031*""pay"" + 0.027*""charg"" + 0.019*""program"" + 0.018*""one"" + 0.017*""extra""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],4,"(4, '0.062*""block"" + 0.053*""refund"" + 0.049*""softwar"" + 0.040*""amazon"" + 0.037*""r"" + 0.026*""hr"" + 0.018*""download"" + 0.015*""purchas"" + 0.014*""tax"" + 0.014*""would""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],5,"(5, '0.075*""old"" + 0.060*""defect"" + 0.057*""bill"" + 0.054*""earn"" + 0.049*""excess"" + 0.043*""locat"" + 0.037*""googl"" + 0.033*""rout"" + 0.032*""fashion"" + 0.026*""balanc""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],6,"(6, '0.078*""code"" + 0.038*""amazon"" + 0.038*""product"" + 0.033*""cd"" + 0.032*""download"" + 0.024*""key"" + 0.021*""purchas"" + 0.021*""instal"" + 0.020*""load"" + 0.014*""order""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],7,"(7, '0.031*""support"" + 0.031*""call"" + 0.024*""hour"" + 0.024*""custom"" + 0.021*""problem"" + 0.019*""wait"" + 0.016*""tri"" + 0.015*""help"" + 0.015*""chat"" + 0.015*""minut""')"
