num_topics_Total,alpha,beta,topicoAct,words
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],3,"(3, '0.072*""mario"" + 0.024*""super"" + 0.016*""nintendo"" + 0.015*""level"" + 0.011*""new"" + 0.010*""bros"" + 0.010*""world"" + 0.009*""play"" + 0.009*""one"" + 0.008*""like""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],4,"(4, '0.012*""sword"" + 0.011*""zelda"" + 0.010*""time"" + 0.010*""like"" + 0.010*""dungeon"" + 0.008*""one"" + 0.008*""make"" + 0.008*""play"" + 0.007*""get"" + 0.007*""charact""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],5,"(5, '0.016*""graphic"" + 0.016*""control"" + 0.011*""bad"" + 0.010*""play"" + 0.009*""better"" + 0.009*""gameplay"" + 0.008*""one"" + 0.008*""much"" + 0.007*""suck"" + 0.007*""could""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],6,"(6, '0.021*""like"" + 0.015*""get"" + 0.013*""time"" + 0.013*""would"" + 0.012*""play"" + 0.012*""graphic"" + 0.010*""one"" + 0.010*""save"" + 0.010*""bore"" + 0.008*""good""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],7,"(7, '0.031*""one"" + 0.019*""bad"" + 0.017*""like"" + 0.015*""kirbi"" + 0.013*""graphic"" + 0.012*""play"" + 0.011*""control"" + 0.009*""good"" + 0.008*""realli"" + 0.007*""make""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],8,"(8, '0.010*""like"" + 0.010*""time"" + 0.010*""play"" + 0.010*""get"" + 0.007*""metroid"" + 0.007*""one"" + 0.007*""use"" + 0.007*""realli"" + 0.007*""first"" + 0.006*""would""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],9,"(9, '0.039*""kong"" + 0.035*""donkey"" + 0.033*""star"" + 0.028*""level"" + 0.027*""fox"" + 0.017*""origin"" + 0.016*""dk"" + 0.012*""fli"" + 0.011*""seri"" + 0.011*""get""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],10,"(10, '0.044*""pokemon"" + 0.027*""get"" + 0.021*""like"" + 0.012*""one"" + 0.010*""realli"" + 0.009*""battl"" + 0.009*""play"" + 0.009*""much"" + 0.008*""even"" + 0.008*""bore""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],11,"(11, '0.021*""money"" + 0.021*""wast"" + 0.020*""ghost"" + 0.016*""get"" + 0.015*""boy"" + 0.013*""mansion"" + 0.012*""buy"" + 0.011*""bore"" + 0.011*""one"" + 0.011*""suck""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],12,"(12, '0.046*""control"" + 0.038*""wii"" + 0.026*""play"" + 0.016*""gamecub"" + 0.014*""use"" + 0.011*""plus"" + 0.011*""motion"" + 0.011*""fun"" + 0.010*""parti"" + 0.010*""remot""')"
