num_topics_Total,alpha,beta,topicoAct,words
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],8,"(8, '0.040*""suck"" + 0.018*""graphic"" + 0.015*""got"" + 0.012*""money"" + 0.012*""time"" + 0.011*""c"" + 0.010*""soni"" + 0.010*""good"" + 0.010*""ps2"" + 0.010*""way""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],9,"(9, '0.019*""busi"" + 0.016*""custom"" + 0.015*""time"" + 0.015*""sucker"" + 0.013*""purchas"" + 0.013*""plug"" + 0.011*""gran"" + 0.011*""turismo"" + 0.011*""came"" + 0.011*""practic""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],10,"(10, '0.051*""car"" + 0.047*""race"" + 0.018*""drive"" + 0.016*""fun"" + 0.016*""turismo"" + 0.015*""gran"" + 0.014*""play"" + 0.013*""like"" + 0.012*""track"" + 0.011*""want""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],11,"(11, '0.014*""mo"" + 0.012*""dragoon"" + 0.011*""graphic"" + 0.011*""iii"" + 0.010*""island"" + 0.010*""car"" + 0.008*""fantasi"" + 0.008*""legend"" + 0.008*""auto"" + 0.008*""psx""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],12,"(12, '0.022*""get"" + 0.019*""like"" + 0.015*""play"" + 0.012*""control"" + 0.011*""weapon"" + 0.011*""enemi"" + 0.008*""first"" + 0.007*""make"" + 0.007*""one"" + 0.007*""player""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],13,"(13, '0.014*""play"" + 0.013*""get"" + 0.012*""ps4"" + 0.011*""time"" + 0.010*""one"" + 0.008*""even"" + 0.007*""problem"" + 0.007*""back"" + 0.007*""first"" + 0.007*""like""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],14,"(14, '0.021*""amazon"" + 0.013*""would"" + 0.012*""use"" + 0.012*""soni"" + 0.012*""give"" + 0.011*""consol"" + 0.011*""playstat"" + 0.010*""work"" + 0.009*""light"" + 0.009*""bad""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],15,"(15, '0.019*""star"" + 0.017*""one"" + 0.017*""play"" + 0.013*""ok"" + 0.012*""well"" + 0.012*""valu"" + 0.012*""combat"" + 0.011*""great"" + 0.010*""gameplay"" + 0.009*""graphic""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],16,"(16, '0.015*""interest"" + 0.014*""kit"" + 0.011*""stori"" + 0.011*""like"" + 0.010*""charact"" + 0.010*""action"" + 0.010*""time"" + 0.009*""movi"" + 0.009*""protect"" + 0.009*""rpg""')"
20,"[0.05328855 0.08125143 0.03631362 0.02827151 0.05165434 0.03545794
 0.02814131 0.07326859 0.03012306 0.02944155 0.04716259 0.02205494
 0.06293512 0.17068723 0.03387676 0.02871518 0.03466629 0.0913317
 0.02804844 0.03155372]",[0.07584027 0.07020783 0.18274924 ... 0.04458659 0.04458718 0.04458657],17,"(17, '0.018*""play"" + 0.015*""like"" + 0.010*""fun"" + 0.010*""get"" + 0.009*""one"" + 0.009*""good"" + 0.008*""mission"" + 0.008*""would"" + 0.007*""quot"" + 0.007*""look""')"
